"Gender","Century","Scope","Country","Name","Frequency"
"Male","21st","Artist","United Kingdom","Ed Sheeran","3"
"Male","21st","Artist","United Kingdom","Sam Smith","3"
"Male","21st","Artist","United Kingdom","Adele","2"
"Male","21st","Artist","Russia","Oleg Kulik","3"
"Male","21st","Artist","Russia","Pavel Pepperstein","3"
"Male","21st","Artist","Russia","Dmitry Gutov","2"
"Male","21st","Artist","Russia","AES+F","1"
"Male","21st","Artist","Russia","Alexander Brodsky","1"
"Male","21st","Artist","Turkey","Tarkan","3"
"Male","21st","Artist","Turkey","Murat Boz","2"
"Male","21st","Artist","Turkey","İbrahim Tatlıses","2"
"Male","21st","Artist","Turkey","Ahmet Kaya","1"
"Male","21st","Artist","Turkey","Aleyna Tilki is not male, replacing with: Ezhel","1"
"Male","21st","Artist","Spain","Miquel Barceló","3"
"Male","21st","Artist","Spain","Jaume Plensa","2"
"Male","21st","Artist","Spain","Juan Muñoz","2"
"Male","21st","Artist","Spain","Pablo Palazuelo is not 21st century","2"
"Male","21st","Artist","Spain","Santiago Sierra","2"
"Male","21st","Philosopher","Germany","Christoph Menke","2"
"Male","21st","Philosopher","Germany","Rüdiger Safranski","2"
"Male","21st","Philosopher","Argentina","José Pablo Feinmann","3"
"Male","21st","Philosopher","Argentina","Alejandro Maldonado","1"
"Male","21st","Philosopher","Argentina","Alejandro Rozitchner","1"
"Male","21st","Philosopher","Argentina","Arturo Longo Borges","1"
"Male","21st","Philosopher","Brasil","Luiz Felipe Pondé","3"
"Male","21st","Philosopher","Brasil","Renato Janine Ribeiro","3"
"Male","21st","Philosopher","Brasil","Vladimir Safatle","3"
"Male","21st","Philosopher","Brasil","Marcelo Dascal","2"
"Male","21st","Philosopher","Brasil","Marilena Chauí","2"
"Male","21st","Philosopher","Canada","Joseph Heath","2"
"Male","21st","Philosopher","Canada","Will Kymlicka","2"
"Male","21st","Philosopher","Canada","Alain Badiou is not Canadian, replacing with: Brian Massumi","1"
"Male","21st","Philosopher","China","Wang Hui","5"
"Male","21st","Philosopher","China","Li Zehou","4"
"Male","21st","Philosopher","China","Zhao Tingyang","3"
"Male","21st","Philosopher","China","Chen Lai","2"
"Male","21st","Philosopher","China","Gan Yang","2"
"Male","21st","Philosopher","South Korea","Kim Sang-bong","2"
"Male","21st","Philosopher","South Korea","Lee Jong-kwan","2"
"Male","21st","Philosopher","South Korea","Chang Sang Ho","1"
"Male","21st","Philosopher","South Korea","Cho Yong-suk","1"
"Male","21st","Philosopher","South Korea","Choi Byung-chool","1"
"Male","21st","Philosopher","United States","Daniel Dennett","4"
"Male","21st","Philosopher","United States","John Searle","4"
"Male","21st","Philosopher","United States","Cornel West","2"
"Male","21st","Philosopher","France","Alain Badiou","4"
"Male","21st","Philosopher","France","Bernard Stiegler","3"
"Male","21st","Philosopher","France","Michel Onfray","3"
"Male","21st","Philosopher","France","Bruno Latour","2"
"Male","21st","Philosopher","France","François Laruelle","2"
"Male","21st","Philosopher","Italy","Giorgio Agamben","4"
"Male","21st","Philosopher","Italy","Massimo Cacciari","4"
"Male","21st","Philosopher","Italy","Maurizio Ferraris","4"
"Male","21st","Philosopher","Italy","Roberto Esposito","4"
"Male","21st","Philosopher","Italy","Gianni Vattimo","3"
"Male","21st","Philosopher","Japan","Ryosuke Ohashi","2"
"Male","21st","Philosopher","Japan","Shigeki Noya","2"
"Male","21st","Philosopher","Japan","Hidetaka Ishida","1"
"Male","21st","Philosopher","Japan","Hiroshi Harada","1"
"Male","21st","Philosopher","Japan","Hiroshi Ichikawa","1"
"Male","21st","Philosopher","Mexico","Carlos Pereda","3"
"Male","21st","Philosopher","Mexico","Mauricio Beuchot","3"
"Male","21st","Philosopher","Mexico","Enrique Dussel","2"
"Male","21st","Philosopher","Mexico","José Luis Villacañas","2"
"Male","21st","Philosopher","Netherlands","Hans Achterhuis","3"
"Male","21st","Philosopher","Netherlands","Herman Philipse","3"
"Male","21st","Philosopher","Netherlands","Paul Cliteur","3"
"Male","21st","Philosopher","Netherlands","René ten Bos","3"
"Male","21st","Philosopher","Netherlands","Ad Verbrugge","1"
"Male","21st","Philosopher","Norway","Lars Fr. H. Svendsen","3"
"Male","21st","Philosopher","Norway","Arne Johan Vetlesen","2"
"Male","21st","Philosopher","Norway","Name 1: Jon Elster","2"
"Male","21st","Philosopher","Poland","Leszek Kolakowski","3"
"Male","21st","Philosopher","Poland","Andrzej Leder","2"
"Male","21st","Philosopher","Poland","Jan Hartman","2"
"Male","21st","Philosopher","Poland","Jan Woleński","2"
"Male","21st","Philosopher","Poland","Marek Siemek","2"
"Male","21st","Philosopher","Portugal","José Gil","3"
"Male","21st","Philosopher","Portugal","António Marques","2"
"Male","21st","Philosopher","Portugal","Desidério Murcho","2"
"Male","21st","Philosopher","Portugal","Amândio Morim","1"
"Male","21st","Philosopher","United Kingdom","Simon Blackburn","5"
"Male","21st","Philosopher","United Kingdom","A. C. Grayling","4"
"Male","21st","Philosopher","United Kingdom","John Gray","2"
"Male","21st","Philosopher","United Kingdom","John McDowell","2"
"Male","21st","Philosopher","United Kingdom","Roger Scruton","2"
"Male","21st","Philosopher","Russia","Alexander Dugin","4"
"Male","21st","Philosopher","Russia","Valery Podoroga","3"
"Male","21st","Philosopher","Russia","Boris Groys","2"
"Male","21st","Philosopher","Russia","Mikhail Epstein","2"
"Male","21st","Philosopher","Russia","Alexander Filippov","1"
"Male","21st","Philosopher","Turkey","Ahmet Arslan","3"
"Male","21st","Philosopher","Turkey","Ahmet İnam","2"
"Male","21st","Philosopher","Turkey","Hilmi Yavuz","2"
"Male","21st","Philosopher","Turkey","Ömer Türker","2"
"Male","21st","Philosopher","Spain","Fernando Savater","3"
"Male","21st","Philosopher","Spain","Manuel Cruz","3"
"Male","21st","Philosopher","Spain","Adela Cortina","2"
"Male","21st","Philosopher","Spain","Daniel Innerarity","2"
"Male","21st","Philosopher","Spain","José Luis Pardo","2"
"Male","21st","Musician","Germany","Till Lindemann","4"
"Male","21st","Musician","Germany","Robin Schulz","3"
"Male","21st","Musician","Germany","Cro","2"
"Male","21st","Musician","Germany","David Garrett","2"
"Male","21st","Musician","Argentina","Diego Torres","2"
"Male","21st","Musician","Argentina","Lisandro Aristimuña","2"
"Male","21st","Musician","Brasil","Marcelo D2","3"
"Male","21st","Musician","China","Leehom Wang","3"
"Male","21st","Musician","China","Hua Chen","2"
"Male","21st","Musician","China","Joker Xue","2"
"Male","21st","Musician","South Korea","Jay Park","3"
"Male","21st","Musician","South Korea","BTS (RM)","2"
"Male","21st","Musician","United States","Bruno Mars","4"
"Male","21st","Musician","United States","Pharrell Williams","3"
"Male","21st","Musician","France","David Guetta","3"
"Male","21st","Musician","France","Stromae","3"
"Male","21st","Musician","France","Christophe","2"
"Male","21st","Musician","France","Jean-Michel Jarre","2"
"Male","21st","Musician","France","-M- (Matthieu Chedid)","1"
"Male","21st","Musician","Italy","Eros Ramazzotti","4"
"Male","21st","Musician","Italy","Marco Mengoni","4"
"Male","21st","Musician","Italy","Tiziano Ferro","4"
"Male","21st","Musician","Italy","Jovanotti","3"
"Male","21st","Musician","Italy","Mahmood","3"
"Male","21st","Musician","Japan","Kenshi Yonezu","5"
"Male","21st","Musician","Japan","Hyde","3"
"Male","21st","Musician","Japan","Gackt","2"
"Male","21st","Musician","Japan","Daichi Miura","1"
"Male","21st","Musician","Japan","Daiki Tsuneta (King Gnu, millennium parade)","1"
"Male","21st","Musician","Mexico","Alejandro Fernandez","5"
"Male","21st","Musician","Mexico","Carlos Rivera","5"
"Male","21st","Musician","Mexico","Christian Nodal","3"
"Male","21st","Musician","Mexico","Natalia Lafourcade","2"
"Male","21st","Musician","Netherlands","Armin van Buuren","5"
"Male","21st","Musician","Netherlands","Hardwell","4"
"Male","21st","Musician","Netherlands","Martin Garrix","4"
"Male","21st","Musician","Netherlands","Tiesto","4"
"Male","21st","Musician","Norway","Kygo","3"
"Male","21st","Musician","Norway","Röyksopp","3"
"Male","21st","Musician","Poland","Krzysztof Zalewski","2"
"Male","21st","Musician","Poland","Mrozu","2"
"Male","21st","Musician","Poland","Adam Darski","1"
"Male","21st","Musician","Portugal","António Zambujo","2"
"Male","21st","Musician","Portugal","David Fonseca","2"
"Male","21st","Musician","Portugal","Diogo Piçarra","2"
"Male","21st","Musician","Portugal","Miguel Araújo","2"
"Male","21st","Musician","United Kingdom","Harry Styles","4"
"Male","21st","Musician","United Kingdom","Stormzy","4"
"Male","21st","Musician","Russia","Dima Bilan","3"
"Male","21st","Musician","Russia","Sergei Lazarev","3"
"Male","21st","Musician","Russia","Grigory Leps","2"
"Male","21st","Musician","Russia","Philipp Kirkorov","2"
"Male","21st","Musician","Russia","Timati","2"
"Male","21st","Musician","Turkey","Kenan Doğulu","3"
"Male","21st","Musician","Turkey","Emre Aydin","2"
"Male","21st","Musician","Spain","David Bisbal","5"
"Male","21st","Musician","Spain","Alejandro Sanz","4"
"Male","21st","Musician","Spain","Enrique Iglesias","4"
"Male","21st","Musician","Spain","Pablo Alborán","4"
"Male","21st","Musician","Spain","Dani Martín","3"
"Male","21st","Inventor","Germany","Karlheinz Brandenburg","2"
"Male","21st","Inventor","Germany","Alexander Schmidt","1"
"Male","21st","Inventor","Argentina","Adrián F. Stacchini","1"
"Male","21st","Inventor","Argentina","Alberto Maiztegui","1"
"Male","21st","Inventor","Argentina","Cristian Navntoft","1"
"Male","21st","Inventor","Argentina","Daniel Nofal","1"
"Male","21st","Inventor","Argentina","Diego Golombek","1"
"Male","21st","Inventor","Brasil","Alexey Ponomarev","1"
"Male","21st","Inventor","Brasil","Andreas Novak","1"
"Male","21st","Inventor","Brasil","André Lima","1"
"Male","21st","Inventor","Brasil","Carlos Fadigas","1"
"Male","21st","Inventor","Canada","Adam Chmielowski","1"
"Male","21st","Inventor","Canada","Ajay Agrawal","1"
"Male","21st","Inventor","Canada","Andrew Gelman","1"
"Male","21st","Inventor","Canada","Angus McKay","1"
"Male","21st","Inventor","Canada","Austin Wang","1"
"Male","21st","Inventor","China","Jack Ma","2"
"Male","21st","Inventor","China","Lei Jun","2"
"Male","21st","Inventor","China","Wang Chuanfu","2"
"Male","21st","Inventor","China","Bao Chugui","1"
"Male","21st","Inventor","China","Chen Jin","1"
"Male","21st","Inventor","South Korea","Hwang Chang-gyu","2"
"Male","21st","Inventor","South Korea","Kim Ki-nam","2"
"Male","21st","Inventor","South Korea","Kim Sang-jin","2"
"Male","21st","Inventor","South Korea","Lee Jae-woong","2"
"Male","21st","Inventor","South Korea","Bang Si-hyuk","1"
"Male","21st","Inventor","United States","Elon Musk","5"
"Male","21st","Inventor","United States","Larry Page","4"
"Male","21st","Inventor","United States","Jeff Bezos","3"
"Male","21st","Inventor","United States","Mark Zuckerberg","3"
"Male","21st","Inventor","United States","Sergey Brin","3"
"Male","21st","Inventor","France","Stéphane Pila","2"
"Male","21st","Inventor","France","Alain Bravo","1"
"Male","21st","Inventor","France","Bruno Grandjean","1"
"Male","21st","Inventor","France","Bruno Maisonnier","1"
"Male","21st","Inventor","Italy","Giorgio Metta","2"
"Male","21st","Inventor","Italy","Alberto Broggi","1"
"Male","21st","Inventor","Japan","Hiroshi Ishiguro","3"
"Male","21st","Inventor","Japan","Shuji Nakamura","2"
"Male","21st","Inventor","Japan","Akinori Ito","1"
"Male","21st","Inventor","Mexico","Alberto López Vargas","1"
"Male","21st","Inventor","Mexico","Arturo Elías Ayub","1"
"Male","21st","Inventor","Mexico","Arturo Torres Bugdud","1"
"Male","21st","Inventor","Mexico","Carlos Gershenson","1"
"Male","21st","Inventor","Mexico","Carlos Morales","1"
"Male","21st","Inventor","Netherlands","Boyan Slat","3"
"Male","21st","Inventor","Netherlands","Albert van den Heuvel","1"
"Male","21st","Inventor","Netherlands","Bram Nauta","1"
"Male","21st","Inventor","Netherlands","Bram van der Eijk","1"
"Male","21st","Inventor","Norway","Anders H. Gjerde","1"
"Male","21st","Inventor","Norway","Andreas Wahl","1"
"Male","21st","Inventor","Norway","Christofer Paasche","1"
"Male","21st","Inventor","Norway","Erik K. Helmersen","1"
"Male","21st","Inventor","Poland","Michał Borkowski","2"
"Male","21st","Inventor","Poland","Andrzej Czygrinow","1"
"Male","21st","Inventor","Poland","Andrzej Czyżewski","1"
"Male","21st","Inventor","Poland","Artur Dyczko","1"
"Male","21st","Inventor","Poland","Daniel Camp","1"
"Male","21st","Inventor","Portugal","Artur Silva","1"
"Male","21st","Inventor","Portugal","Artur Vilaça","1"
"Male","21st","Inventor","Portugal","Carlos Ribeiro de Azevedo","1"
"Male","21st","Inventor","Portugal","Carlos Salema","1"
"Male","21st","Inventor","United Kingdom","James Dyson","5"
"Male","21st","Inventor","United Kingdom","Jonathan Ive","2"
"Male","21st","Inventor","United Kingdom","Adrian Shergold","1"
"Male","21st","Inventor","Russia","Aleksei Pajitnov","2"
"Male","21st","Inventor","Russia","Alexander Kolesnikov","2"
"Male","21st","Inventor","Russia","Dmitry Grishin","2"
"Male","21st","Inventor","Russia","Pavel Durov","2"
"Male","21st","Inventor","Turkey","Atakan Caferoglu","1"
"Male","21st","Inventor","Turkey","Ayşe Erdem","1"
"Male","21st","Inventor","Turkey","Barış Yılmaz","1"
"Male","21st","Inventor","Turkey","Burak Uygun","1"
"Male","21st","Inventor","Turkey","Cahit Arf is not 21st century","1"
"Male","21st","Inventor","Spain","Santiago Calatrava","2"
"Male","21st","Inventor","Spain","Alejandro Illades","1"
"Male","21st","Inventor","Spain","Andrés Prieto","1"
"Male","21st","Inventor","Spain","Andrés Rubio","1"
"Male","21st","Inventor","Spain","Antonio García-Bellido","1"
"Female","20th","Economist","Germany","Charlotte Kaiser","2"
"Female","20th","Economist","Germany","Adriane Koestner","1"
"Female","20th","Economist","Germany","Berta Lutz","1"
"Female","20th","Economist","Germany","Charlotte Leubuscher","1"
"Female","20th","Economist","Argentina","Mercedes D'Alessandro","2"
"Female","20th","Economist","Argentina","Adela Azize Vargas","1"
"Female","20th","Economist","Argentina","Ana Lía K. Tcherneva","1"
"Female","20th","Economist","Argentina","Beatriz Armendariz","1"
"Female","20th","Economist","Brasil","Maria da Conceição Tavares","4"
"Female","20th","Economist","Brasil","Leda Maria Paulani","2"
"Female","20th","Economist","Brasil","Albert Fishlow","1"
"Female","20th","Economist","Brasil","Ana Maria Bianchi","1"
"Female","20th","Economist","Brasil","Ana Maria Fadigas","1"
"Female","20th","Economist","Canada","Sylvia Ostry","3"
"Female","20th","Economist","Canada","Judith Maxwell","2"
"Female","20th","Economist","Canada","Alice Nakamura","1"
"Female","20th","Economist","Canada","Angela Redish","1"
"Female","20th","Economist","Canada","Barbara Blackwell","1"
"Female","20th","Economist","China","Dong Fureng","2"
"Female","20th","Economist","China","Chen Biao","1"
"Female","20th","Economist","China","Chen Xiaohong","1"
"Female","20th","Economist","South Korea","Park Kyung-Ae","2"
"Female","20th","Economist","South Korea","Chang Ha-Joon","1"
"Female","20th","Economist","South Korea","Choi Eun-Hee","1"
"Female","20th","Economist","South Korea","Choi Kyung-ja","1"
"Female","20th","Economist","United States","Janet Yellen","4"
"Female","20th","Economist","United States","Alice Rivlin","3"
"Female","20th","Economist","United States","Anna Schwartz","3"
"Female","20th","Economist","United States","Claudia Goldin","3"
"Female","20th","Economist","France","Agnès Bénassy-Quéré","1"
"Female","20th","Economist","France","Anne O. Krueger","1"
"Female","20th","Economist","Italy","Alessandra Venturini","2"
"Female","20th","Economist","Italy","Fiorella Kostoris Padoa Schioppa","2"
"Female","20th","Economist","Italy","Anna Grimaldi","1"
"Female","20th","Economist","Italy","Anna P. S. di Rocco","1"
"Female","20th","Economist","Japan","Emiko Ochiai","1"
"Female","20th","Economist","Japan","Hideo Nankai","1"
"Female","20th","Economist","Japan","Hirata Yoshiko","1"
"Female","20th","Economist","Japan","Hiroko Okada","1"
"Female","20th","Economist","Mexico","Graciela Chichilnisky","2"
"Female","20th","Economist","Mexico","Juliana González","2"
"Female","20th","Economist","Mexico","Alicia Puyana Mutis","1"
"Female","20th","Economist","Mexico","Blanca Heredia","1"
"Female","20th","Economist","Netherlands","Henriette Roland Holst","2"
"Female","20th","Economist","Netherlands","Jolande Sap","2"
"Female","20th","Economist","Netherlands","Agnes Jongerius","1"
"Female","20th","Economist","Netherlands","Annemarie de Lange","1"
"Female","20th","Economist","Netherlands","Barbara Baarsma","1"
"Female","20th","Economist","Norway","Hilde Bjørnland","2"
"Female","20th","Economist","Norway","Karen Helene Ulltveit-Moe","2"
"Female","20th","Economist","Norway","Alette Schreiner","1"
"Female","20th","Economist","Norway","Anne Klinge","1"
"Female","20th","Economist","Poland","Jadwiga Piotrowska","2"
"Female","20th","Economist","Poland","Alicja Kula","1"
"Female","20th","Economist","Poland","Anna Szelągowska","1"
"Female","20th","Economist","Poland","Barbara Szarota","1"
"Female","20th","Economist","Poland","Czesława Oknińska","1"
"Female","20th","Economist","Portugal","Manuela Silva","2"
"Female","20th","Economist","Portugal","Adriana Rodrigues Ângelo","1"
"Female","20th","Economist","Portugal","Ana Luísa Pereira","1"
"Female","20th","Economist","Portugal","Ana Paula Serra","1"
"Female","20th","Economist","Portugal","Ana Pereira","1"
"Female","20th","Economist","United Kingdom","Ursula Hicks","2"
"Female","20th","Economist","United Kingdom","Anne Osborn","1"
"Female","20th","Economist","Russia","Alla Grigorievna Aganbegyan","1"
"Female","20th","Economist","Russia","Anna M. Mikhailova","1"
"Female","20th","Economist","Russia","Ekaterina Zhdanova","1"
"Female","20th","Economist","Russia","Elena Nikolaevna Rzhanitsina","1"
"Female","20th","Economist","Turkey","Asena Caner","1"
"Female","20th","Economist","Turkey","Ayse Koc","1"
"Female","20th","Economist","Turkey","Bilsay Kuruç","1"
"Female","20th","Economist","Turkey","Cevat Şahin","1"
"Female","20th","Economist","Turkey","Deniz Yücel","1"
"Female","20th","Economist","Spain","Amparo Almarcha","1"
"Female","20th","Economist","Spain","Ana María Gil Lafuente","1"
"Female","20th","Economist","Spain","Anna Cabré","1"
"Female","20th","Economist","Spain","Carmen Herrero Blanco","1"
"Female","20th","Economist","Spain","Carmen Reinhart","1"
"Female","20th","Politician","Germany","Annemarie Renger","3"
"Female","20th","Politician","Germany","Rita Süssmuth","3"
"Female","20th","Politician","Germany","Clara Zetkin","2"
"Female","20th","Politician","Germany","Elisabeth Schwarzhaupt","2"
"Female","20th","Politician","Argentina","Eva Perón","5"
"Female","20th","Politician","Argentina","Isabel Perón","4"
"Female","20th","Politician","Argentina","Graciela Fernández Meijide","2"
"Female","20th","Politician","Brasil","Dilma Rousseff","5"
"Female","20th","Politician","Brasil","Benedita da Silva","3"
"Female","20th","Politician","Brasil","Alzira Soriano","2"
"Female","20th","Politician","Brasil","Luiza Erundina","2"
"Female","20th","Politician","Brasil","Marta Suplicy","2"
"Female","20th","Politician","Canada","Kim Campbell","5"
"Female","20th","Politician","Canada","Ellen Fairclough","4"
"Female","20th","Politician","Canada","Agnes Macphail","3"
"Female","20th","Politician","Canada","Pauline Jewett","3"
"Female","20th","Politician","Canada","Flora MacDonald","2"
"Female","20th","Politician","China","Song Qingling","5"
"Female","20th","Politician","China","Deng Yingchao","4"
"Female","20th","Politician","China","Jiang Qing","4"
"Female","20th","Politician","China","Pu Yi","3"
"Female","20th","Politician","China","Wang Guangmei","2"
"Female","20th","Politician","South Korea","Han Myeong-sook","2"
"Female","20th","Politician","South Korea","Chang Sang","1"
"Female","20th","Politician","South Korea","Choi Kyung-hee","1"
"Female","20th","Politician","United States","Eleanor Roosevelt","5"
"Female","20th","Politician","United States","Shirley Chisholm","5"
"Female","20th","Politician","United States","Margaret Chase Smith","4"
"Female","20th","Politician","United States","Barbara Jordan","2"
"Female","20th","Politician","United States","Hillary Clinton","2"
"Female","20th","Politician","France","Anne Hidalgo","3"
"Female","20th","Politician","France","Yvette Roudy","3"
"Female","20th","Politician","Italy","Leonilde Iotti","5"
"Female","20th","Politician","Italy","Tina Anselmi","4"
"Female","20th","Politician","Italy","Anna Finocchiaro","2"
"Female","20th","Politician","Italy","Emma Bonino","2"
"Female","20th","Politician","Italy","Lina Merlin","2"
"Female","20th","Politician","Japan","Fusae Ichikawa","4"
"Female","20th","Politician","Japan","Shidzue Katō","2"
"Female","20th","Politician","Japan","Takako Doi","2"
"Female","20th","Politician","Japan","Yuriko Koike","2"
"Female","20th","Politician","Japan","Hana Matsuri","1"
"Female","20th","Politician","Mexico","Elvia Carrillo Puerto","3"
"Female","20th","Politician","Mexico","Griselda Álvarez","3"
"Female","20th","Politician","Mexico","Beatriz Paredes","2"
"Female","20th","Politician","Mexico","María Lavalle Urbina","2"
"Female","20th","Politician","Netherlands","Marga Klompé","4"
"Female","20th","Politician","Netherlands","Neelie Kroes","4"
"Female","20th","Politician","Netherlands","Els Borst","3"
"Female","20th","Politician","Netherlands","Hedy d'Ancona","2"
"Female","20th","Politician","Netherlands","Ien Dales","2"
"Female","20th","Politician","Norway","Rakel Seweriin","2"
"Female","20th","Politician","Poland","Hanna Suchocka","5"
"Female","20th","Politician","Poland","Wanda Wasilewska","4"
"Female","20th","Politician","Poland","Alicja Grześkowiak","2"
"Female","20th","Politician","Poland","Barbara Labuda","2"
"Female","20th","Politician","Poland","Irena Sendlerowa","2"
"Female","20th","Politician","Portugal","Helena Roseta","2"
"Female","20th","Politician","Portugal","Manuela Ferreira Leite","2"
"Female","20th","Politician","Portugal","Adelaide Cabete","1"
"Female","20th","Politician","Portugal","Adelina da Palma Carlos","1"
"Female","20th","Politician","United Kingdom","Margaret Thatcher","5"
"Female","20th","Politician","United Kingdom","Barbara Castle","4"
"Female","20th","Politician","United Kingdom","Betty Boothroyd","3"
"Female","20th","Politician","United Kingdom","Harriet Harman","3"
"Female","20th","Politician","United Kingdom","Shirley Williams","3"
"Female","20th","Politician","Russia","Alexandra Kollontai","4"
"Female","20th","Politician","Russia","Nadezhda Krupskaya","4"
"Female","20th","Politician","Russia","Galina Starovoitova","3"
"Female","20th","Politician","Russia","Valentina Matvienko","3"
"Female","20th","Politician","Russia","Elena Kuptsova","2"
"Female","20th","Politician","Turkey","Tansu Çiller","3"
"Female","20th","Politician","Turkey","Türkan Akyol","3"
"Female","20th","Politician","Turkey","Behice Boran","2"
"Female","20th","Politician","Turkey","Nermin Neftçi","2"
"Female","20th","Politician","Turkey","Asiye Bozdağ","1"
"Female","20th","Politician","Spain","Dolores Ibárruri","3"
"Female","20th","Politician","Spain","Federica Montseny","3"
"Female","20th","Politician","Spain","Carmen Polo","2"
"Female","20th","Politician","Spain","Clara Campoamor","2"
"Female","20th","Politician","Spain","Esperanza Aguirre","2"
"Female","20th","Scientist","Germany","Emmy Noether","4"
"Female","20th","Scientist","Germany","Maria Goeppert Mayer","3"
"Female","20th","Scientist","Germany","Christiane Nüsslein-Volhard","2"
"Female","20th","Scientist","Germany","Margarete von Wrangell","2"
"Female","20th","Scientist","Argentina","Rebeca Gerschman","3"
"Female","20th","Scientist","Argentina","Sara Rietti","3"
"Female","20th","Scientist","Argentina","Elvira López","2"
"Female","20th","Scientist","Argentina","Eugenia Sacerdote de Lustig","2"
"Female","20th","Scientist","Argentina","Alicia Oshiro","1"
"Female","20th","Scientist","Brasil","Bertha Lutz","2"
"Female","20th","Scientist","Brasil","Johanna Döbereiner","2"
"Female","20th","Scientist","Brasil","Amélia Monique Nunes Azevedo","1"
"Female","20th","Scientist","Brasil","Ana Maria Magalhães","1"
"Female","20th","Scientist","Canada","Brenda Milner","2"
"Female","20th","Scientist","Canada","Sylvia Fedoruk","2"
"Female","20th","Scientist","Canada","Annie Jump Cannon doesn't count","1"
"Female","20th","Scientist","China","Wu Jianxiong","4"
"Female","20th","Scientist","China","He Zehui","2"
"Female","20th","Scientist","China","Lin Qiaozhi","2"
"Female","20th","Scientist","China","Xie Xide","2"
"Female","20th","Scientist","South Korea","Kim Sun-ok","2"
"Female","20th","Scientist","South Korea","Park Hyun-sook","2"
"Female","20th","Scientist","South Korea","Chien-Shiung Wu is not from South Korea","1"
"Female","20th","Scientist","South Korea","Cho Kyung-ja","1"
"Female","20th","Scientist","South Korea","Choi Hyung-sook","1"
"Female","20th","Scientist","United States","Chien-Shiung Wu","5"
"Female","20th","Scientist","United States","Barbara McClintock","4"
"Female","20th","Scientist","United States","Rachel Carson","3"
"Female","20th","Scientist","United States","Gertrude B. Elion","2"
"Female","20th","Scientist","France","Irène Joliot-Curie","4"
"Female","20th","Scientist","France","Marguerite Perey","4"
"Female","20th","Scientist","France","Françoise Barré-Sinoussi","3"
"Female","20th","Scientist","France","Hélène Langevin-Joliot","2"
"Female","20th","Scientist","Italy","Margherita Hack","4"
"Female","20th","Scientist","Italy","Amalia Ercoli Finzi","1"
"Female","20th","Scientist","Italy","Anna Foà","1"
"Female","20th","Scientist","Italy","Antonella Polimeni","1"
"Female","20th","Scientist","Japan","Toshiko Yuasa","3"
"Female","20th","Scientist","Japan","Katsuko Saruhashi","2"
"Female","20th","Scientist","Japan","Michiyo Tsujimura","2"
"Female","20th","Scientist","Japan","Akiko Miyake","1"
"Female","20th","Scientist","Mexico","Ana María López Colomé","2"
"Female","20th","Scientist","Mexico","Esther Orozco","2"
"Female","20th","Scientist","Mexico","Evangelina Villegas","2"
"Female","20th","Scientist","Mexico","Alejandra Bravo","1"
"Female","20th","Scientist","Mexico","Alejandra Jáidar","1"
"Female","20th","Scientist","Netherlands","Name 2","6"
"Female","20th","Scientist","Netherlands","Tine Tammes","2"
"Female","20th","Scientist","Netherlands","1. Hanna Fleure","1"
"Female","20th","Scientist","Norway","Ellen Gleditsch","2"
"Female","20th","Scientist","Norway","Kristine Bonnevie","2"
"Female","20th","Scientist","Norway","Ragnhild Sundby","2"
"Female","20th","Scientist","Norway","Aina F. Bøe","1"
"Female","20th","Scientist","Poland","Helena Rasiowa","2"
"Female","20th","Scientist","Poland","Anna Mituś","1"
"Female","20th","Scientist","Poland","Anna Piestrzyńska-Kajtoch","1"
"Female","20th","Scientist","Portugal","Maria de Lourdes Ruivo","2"
"Female","20th","Scientist","Portugal","Amélie Duarte Carreira","1"
"Female","20th","Scientist","Portugal","Ana Rita Pires","1"
"Female","20th","Scientist","United Kingdom","Dorothy Crowfoot Hodgkin","2"
"Female","20th","Scientist","Russia","Zinaida Vissarionovna Ermol'eva","2"
"Female","20th","Scientist","Russia","Anna Karpinskaya","1"
"Female","20th","Scientist","Russia","Elena Bonner","1"
"Female","20th","Scientist","Turkey","Dilhan Eryurt","2"
"Female","20th","Scientist","Turkey","Remziye Hisar","2"
"Female","20th","Scientist","Turkey","Aysun B. Çelik","1"
"Female","20th","Scientist","Turkey","Ayşe Erzan","1"
"Female","20th","Scientist","Turkey","Ayşe Paker","1"
"Female","20th","Scientist","Spain","Margarita Salas","5"
"Female","20th","Scientist","Spain","María Blasco","3"
"Female","20th","Scientist","Spain","Elena García Armada","2"
"Female","20th","Scientist","Spain","Alicia Sintes Olives","1"
"Female","20th","Scientist","Spain","Ana María López","1"
"Female","20th","Writer","Germany","Christa Wolf","5"
"Female","20th","Writer","Germany","Anna Seghers","4"
"Female","20th","Writer","Germany","Ingeborg Bachmann","4"
"Female","20th","Writer","Germany","Nelly Sachs","4"
"Female","20th","Writer","Germany","Irmgard Keun","3"
"Female","20th","Writer","Argentina","Victoria Ocampo","6"
"Female","20th","Writer","Argentina","Alfonsina Storni","5"
"Female","20th","Writer","Argentina","Silvina Ocampo","4"
"Female","20th","Writer","Argentina","Alejandra Pizarnik","3"
"Female","20th","Writer","Argentina","Griselda Gambaro","2"
"Female","20th","Writer","Brasil","Lygia Fagundes Telles","5"
"Female","20th","Writer","Brasil","Adélia Prado","4"
"Female","20th","Writer","Brasil","Hilda Hilst","4"
"Female","20th","Writer","Brasil","Rachel de Queiroz","4"
"Female","20th","Writer","Canada","Alice Munro","5"
