Name,Gender,Century,Scope,Country,DeepSeek_top5_keywords,DeepSeek_sent_neg,DeepSeek_sent_neu,DeepSeek_sent_pos,DeepSeek_sent_compound,DeepSeek_polarity,DeepSeek_subjectivity,Gemini_top5_keywords,Gemini_sent_neg,Gemini_sent_neu,Gemini_sent_pos,Gemini_sent_compound,Gemini_polarity,Gemini_subjectivity,Llama_top5_keywords,Llama_sent_neg,Llama_sent_neu,Llama_sent_pos,Llama_sent_compound,Llama_polarity,Llama_subjectivity,Phi_top5_keywords,Phi_sent_neg,Phi_sent_neu,Phi_sent_pos,Phi_sent_compound,Phi_polarity,Phi_subjectivity,ChatGPT_top5_keywords,ChatGPT_sent_neg,ChatGPT_sent_neu,ChatGPT_sent_pos,ChatGPT_sent_compound,ChatGPT_polarity,ChatGPT_subjectivity
Lina Merlin,Female,20th,Politician,Italy,"merlin, italian, italy, regulated, pozzonovo",0.06,0.826,0.114,0.7906,0.1138888888888889,0.225,"merlin, italian, women, senate, criminalized",0.06,0.811,0.129,0.8988,0.0883333333333333,0.2974999999999999,"merlin, italian, law, italy, rights",0.069,0.79,0.141,0.9382,-0.0064646464646464,0.2125252525252525,"merlin, bosnian, women, lina, balkans",0.05,0.854,0.096,0.8885,0.06125,0.2712499999999999,"merlin, italian, lina, women, italy",0.027,0.846,0.128,0.9663,0.0853448275862068,0.2767241379310344
Fusae Ichikawa,Female,20th,Politician,Japan,"ichikawa, japan, women, suffrage, rights",0.061,0.849,0.09,0.6808,0.1363636363636363,0.2681818181818181,"women, ichikawa, suffrage, vote, rights",0.047,0.801,0.152,0.9667,0.1239877769289534,0.305449452508276,"ichikawa, women, suffrage, japan, feminist",0.071,0.793,0.136,0.9532,0.0462698412698412,0.2934920634920634,"ichikawa, women, rights, fujin, fusae",0.032,0.821,0.148,0.9852,0.0874545454545454,0.3835151515151514,"ichikawa, women, fusae, japanese, japan",0.041,0.868,0.091,0.8928,0.09,0.3270833333333333
Shidzue Katō,Female,20th,Politician,Japan,"ishimoto, katō, birth, control, japan",0.037,0.911,0.052,0.1531,0.1553571428571428,0.3303571428571428,"katō, women, reproductive, eugenic, japan",0.06,0.872,0.068,0.1779,0.1651041666666666,0.4723958333333333,"katō, birth, control, japan, japanese",0.033,0.867,0.1,0.9337,0.0546874999999999,0.3166666666666666,"shidzue, women, planning, katō, family",0.049,0.801,0.15,0.9757,0.2,0.4851851851851851,"katō, women, japan, shidzue, rights",0.07,0.832,0.098,0.8507,0.0881578947368421,0.4456140350877193
Takako Doi,Female,20th,Politician,Japan,"jsp, doi, house, representatives, party",0.033,0.859,0.108,0.9231,0.1469907407407407,0.2953703703703704,"doi, jsp, party, representatives, speaker",0.013,0.812,0.175,0.9876,0.1266369047619047,0.3764880952380952,"doi, jsp, party, chair, kobe",0.0,0.845,0.155,0.9877,0.1168478260869565,0.2822463768115942,"doi, takako, japanese, family, lunchbox",0.03,0.851,0.119,0.9531,0.0858333333333333,0.3391666666666666,"doi, japan, takako, women, rights",0.014,0.821,0.165,0.9897,0.0893518518518518,0.3902777777777777
Yuriko Koike,Female,20th,Politician,Japan,"koike, tokyo, defense, tokyoites, gubernatorial",0.024,0.787,0.188,0.9709,0.1566666666666666,0.3888888888888889,"koike, tokyo, governor, house, ldp",0.011,0.856,0.133,0.9741,0.110064935064935,0.3319624819624819,"koike, ldp, tokyo, governor, middle",0.042,0.834,0.124,0.946,0.125438596491228,0.2881578947368421,"koike, japan, conservative, politics, nightclubs",0.009,0.83,0.161,0.9865,0.1493506493506494,0.343073593073593,"koike, tokyo, disaster, japan, defense",0.042,0.793,0.165,0.9779,0.1863636363636364,0.4571969696969696
Hana Matsuri,Female,20th,Politician,Japan,"matsuri, given, bl, manga, anime",0.019,0.743,0.238,0.9884,0.2057017543859649,0.5157894736842105,"manga, matsuri, yaoi, money, shojo",0.016,0.802,0.182,0.9885,0.1826086956521739,0.4996376811594202,"matsuri, canadian, japanese, wwii, reluctant",0.12,0.785,0.095,-0.6486,0.2250877192982456,0.416140350877193,"matsuri, hana, japanese, literary, festival",0.027,0.799,0.174,0.9934,0.0881518675123326,0.3665785764622973,"matsuri, literature, telling, japanese, hana",0.014,0.858,0.128,0.979,0.0936666666666666,0.2776666666666666
Elvia Carrillo Puerto,Female,20th,Politician,Mexico,"carrillo, yucatán, puerto, suffrage, brother",0.045,0.917,0.039,-0.4215,0.1357142857142857,0.2404761904761904,"women, elvia, mexico, carrillo, yucatán",0.017,0.842,0.141,0.9746,0.1162878787878787,0.418560606060606,"yucatán, women, feminist, carrillo, puerto",0.03,0.896,0.074,0.8074,0.0873015873015873,0.3761904761904761,"carrillo, puerto, chicano, flores, elvia",0.0,0.871,0.129,0.9865,0.1503333333333333,0.3429999999999999,"carrillo, puerto, mexican, elvia, women",0.032,0.848,0.12,0.9686,0.073,0.3319999999999999
Griselda Álvarez,Female,20th,Politician,Mexico,"colima, álvarez, mexican, governor, 1979",0.0,0.805,0.195,0.9786,0.1622222222222222,0.2877777777777778,"álvarez, colima, mexican, griselda, jalisco",0.029,0.88,0.092,0.9062,0.0883333333333333,0.3333333333333332,"álvarez, jalisco, mexican, mexico, women",0.0,0.88,0.12,0.9776,0.1254166666666666,0.2479166666666666,"álvarez, mexican, playa, griselda, women",0.0,0.848,0.152,0.992,0.0811904761904762,0.2645238095238094,"álvarez, mexican, griselda, guadalajara, women",0.015,0.85,0.135,0.9801,0.1038194444444444,0.2666666666666666
Beatriz Paredes,Female,20th,Politician,Mexico,"paredes, pri, tlaxcala, institutional, rangel",0.0,0.863,0.137,0.9423,0.1108333333333333,0.3741666666666666,"paredes, tlaxcala, beatriz, pri, mexican",0.0,0.848,0.152,0.9821,0.1148550724637681,0.4097826086956521,"paredes, pri, mexican, tlaxcala, mexico",0.0,0.871,0.129,0.981,0.0772222222222222,0.385,"paredes, chile, chilean, beatriz, occurring",0.031,0.841,0.128,0.9816,0.0709770114942528,0.3364942528735632,"paredes, tlaxcala, mexico, pri, mexican",0.0,0.847,0.153,0.9888,0.1178030303030302,0.2909090909090909
María Lavalle Urbina,Female,20th,Politician,Mexico,"campeche, lavalle, urbina, mexican, law",0.0,0.904,0.096,0.9246,0.0857142857142857,0.2285714285714286,"rights, women, urbina, campeche, lavalle",0.0,0.903,0.097,0.9531,0.0729166666666666,0.2875,"urbina, mexican, mexico, women, feminist",0.0,0.876,0.124,0.9792,0.093859649122807,0.2482456140350876,"lavalle, urbina, maría, 1936, mexican",0.03,0.847,0.123,0.9715,0.1267241379310345,0.3887931034482758,"urbina, lavalle, mexican, women, mexico",0.015,0.897,0.088,0.9537,0.1073717948717949,0.3217948717948718
Marga Klompé,Female,20th,Politician,Netherlands,"klompé, social, welfare, dutch, catholic",0.066,0.772,0.162,0.9392,0.0780020703933747,0.23379917184265,"klompé, social, marga, female, minister",0.038,0.795,0.167,0.9818,0.0502777777777778,0.2552777777777777,"klompé, dutch, utrecht, minister, women",0.054,0.919,0.027,-0.7787,0.0249999999999999,0.1950980392156862,"klompé, dutch, social, welfare, women",0.028,0.848,0.125,0.9756,0.1154761904761905,0.2940476190476189,"klompé, dutch, minister, netherlands, politics",0.0,0.891,0.109,0.9769,0.0744252873563218,0.3936781609195401
Neelie Kroes,Female,20th,Politician,Netherlands,"kroes, uber, commissioner, transport, rotterdam",0.013,0.814,0.173,0.9875,0.0906045751633987,0.3063725490196078,"kroes, commissioner, digital, rotterdam, commission",0.018,0.852,0.13,0.9686,0.0772569444444444,0.3124999999999999,"european, cases, commission, rotterdam, digital",0.006,0.882,0.112,0.9765,0.0785879629629629,0.3784722222222222,"kroes, competition, commissioner, consumer, european",0.011,0.846,0.144,0.9761,0.1349702380952381,0.3236309523809524,"kroes, digital, european, neelie, competition",0.008,0.836,0.156,0.9882,0.1057291666666666,0.2795138888888889
Els Borst,Female,20th,Politician,Netherlands,"borst, euthanasia, minister, dutch, prime",0.086,0.779,0.134,0.818,0.1857142857142857,0.4928571428571429,"borst, healthcare, els, kok, amsterdam",0.057,0.794,0.149,0.9628,0.1303030303030302,0.3553030303030303,"healthcare, senate, introduction, amsterdam, euthanasia",0.0,0.929,0.071,0.886,0.1231691919191919,0.5371843434343434,"borst, dutch, equality, women, het",0.042,0.786,0.172,0.9904,0.1652777777777777,0.4217592592592593,"borst, healthcare, dutch, ethical, amsterdam",0.009,0.86,0.13,0.9729,0.1802631578947368,0.5416666666666666
Hedy d'Ancona,Female,20th,Politician,Netherlands,"man, politics, netherlands, women, maatschappij",0.0,0.9,0.1,0.9349,0.1229166666666666,0.3354166666666667,"ancona, dutch, social, amsterdam, hedy",0.038,0.832,0.13,0.9521,0.0833333333333333,0.3076388888888888,"feminist, member, parliament, opzij, ancona",0.011,0.859,0.13,0.9729,0.1071428571428571,0.2821428571428572,"lamarr, hedy, hollywood, inventor, glamorous",0.0,0.878,0.122,0.9423,0.1416666666666666,0.3874999999999999,"ancona, dutch, women, hedy, equality",0.0,0.821,0.179,0.9929,0.0926046176046176,0.3585497835497834
Ien Dales,Female,20th,Politician,Netherlands,"dales, nijmegen, interior, dutch, 1994",0.052,0.82,0.128,0.9349,0.1943452380952381,0.3601190476190476,"dales, environmental, service, dutch, servant",0.042,0.836,0.121,0.9186,0.1441358024691358,0.3703703703703704,"utrecht, affairs, servant, 1994, mayor",0.018,0.851,0.131,0.9686,0.1004629629629629,0.4143518518518518,"daal, ien, nazi, amsterdam, dutch",0.037,0.828,0.135,0.9741,0.0956140350877193,0.2842105263157894,"dales, ien, literary, amsterdam, block",0.028,0.846,0.126,0.9666,0.1322023809523809,0.4350595238095237
Rakel Seweriin,Female,20th,Politician,Norway,"seweriin, finnish, literature, maailma, rakel",0.037,0.864,0.1,0.8402,0.0666666666666666,0.4044871794871794,"seweriin, swedish, women, sweden, social",0.015,0.82,0.165,0.9854,0.1017241379310344,0.4295977011494253,"seweriin, norwegian, storting, member, politics",0.0,0.879,0.121,0.9607,0.1186507936507936,0.3246031746031745,"seweriin, children, rakel, russian, beautiful",0.024,0.812,0.163,0.9914,0.1724137931034483,0.4635057471264368,"seweriin, rakel, sweden, encourages, stockholm",0.006,0.837,0.157,0.9896,0.0614197530864197,0.440432098765432
Hanna Suchocka,Female,20th,Politician,Poland,"suchocka, poland, catholic, april, union",0.015,0.843,0.142,0.9648,0.1026315789473684,0.3052631578947369,"suchocka, poland, government, democratic, collapse",0.047,0.773,0.179,0.9861,0.1111111111111111,0.398611111111111,"suchocka, poland, sejm, polish, law",0.0,0.889,0.111,0.979,0.1087301587301587,0.3058201058201058,"suchocka, polish, politics, poland, warsaw",0.022,0.917,0.061,0.8338,0.0204545454545454,0.3659090909090909,"suchocka, poland, hanna, polish, political",0.018,0.889,0.093,0.9403,0.0949074074074074,0.3374999999999998
Wanda Wasilewska,Female,20th,Politician,Poland,"stalinist, soviet, polish, union, ideologically",0.079,0.82,0.1,0.0387,0.2199999999999999,0.5599999999999999,"soviet, wasilewska, polish, socialist, poland",0.075,0.816,0.109,0.6908,0.1078947368421052,0.4929824561403508,"polish, soviet, wasilewska, backed, cooperation",0.048,0.855,0.098,0.8625,0.0702380952380952,0.5333333333333333,"wasilewska, polish, socialist, class, chłopcy",0.085,0.78,0.134,0.8689,-0.0181372549019607,0.3411764705882352,"wasilewska, communist, polish, 1905, political",0.065,0.82,0.115,0.8478,0.062,0.4486666666666665
Alicja Grześkowiak,Female,20th,Politician,Poland,"grześkowiak, legal, poland, law, constitutional",0.024,0.837,0.139,0.91,0.1470588235294118,0.311764705882353,"grześkowiak, solidarity, polish, marshal, legal",0.012,0.795,0.193,0.9892,0.1552609427609427,0.4349747474747473,"grześkowiak, polish, poetry, literary, ziemioństwo",0.027,0.86,0.113,0.9517,0.1112373737373737,0.3942866161616161,"grześkowiak, polish, poland, wrocław, republic",0.0,0.819,0.181,0.9938,0.2013333333333333,0.4049999999999999,"grześkowiak, literary, literature, polish, poland",0.004,0.839,0.156,0.9874,0.1459415584415584,0.3331980519480519
Barbara Labuda,Female,20th,Politician,Poland,"labuda, polish, zapalniczką, kwaśniewski, wydm",0.0,0.843,0.157,0.9783,0.0929487179487179,0.3314102564102564,"labuda, parliament, poland, democratic, rights",0.032,0.816,0.153,0.9761,0.0606481481481481,0.2754629629629629,"polish, luxembourg, cross, democratic, order",0.0,0.875,0.125,0.9595,0.103030303030303,0.4242424242424242,"labuda, polish, warsaw, barbara, wiosny",0.036,0.85,0.114,0.9652,0.1048076923076923,0.3128205128205127,"labuda, literary, warsaw, polish, tackle",0.017,0.815,0.168,0.9899,0.1371734587251828,0.3696969696969697
Irena Sendlerowa,Female,20th,Politician,Poland,"sendlerowa, żegota, families, children, hunted",0.111,0.686,0.203,0.9749,0.015079365079365,0.2496031746031746,"irena, ghetto, families, reunite, żegota",0.17,0.74,0.09,-0.9703,-0.0240196078431372,0.4686274509803921,"sendlerowa, families, identities, żegota, children",0.099,0.743,0.157,0.9724,0.0867226890756302,0.3863865546218488,"sendlerowa, irena, worker, polish, children",0.075,0.734,0.191,0.9829,0.0771929824561403,0.4052631578947368,"sendlerowa, ghetto, children, irena, saved",0.11,0.698,0.191,0.9835,0.0562222222222222,0.4837777777777778
Helena Roseta,Female,20th,Politician,Portugal,"roseta, architecture, lisbon, urban, alfama",0.0,0.786,0.214,0.9859,0.1192307692307692,0.3102564102564102,"urban, roseta, housing, lisbon, legislation",0.012,0.805,0.183,0.9856,0.1313350340136054,0.3146683673469387,"roseta, rights, portuguese, parliamentary, assembly",0.0,0.884,0.116,0.9674,0.0763888888888888,0.3319444444444445,"roseta, spanish, helena, journalism, causa",0.02,0.776,0.205,0.9945,0.1259803921568627,0.3411764705882352,"roseta, helena, lisbon, volunteering, transform",0.009,0.832,0.158,0.9853,0.103030303030303,0.365530303030303
Manuela Ferreira Leite,Female,20th,Politician,Portugal,"leite, ferreira, psd, lisbon, minister",0.015,0.917,0.068,0.7579,0.1819444444444444,0.3333333333333334,"leite, ferreira, opinion, psd, leader",0.042,0.845,0.113,0.9161,0.1180555555555556,0.3929951690821255,"leite, manuela, ferreira, get_biography, спектакль",0.0,1.0,0.0,0.0,0.0,0.0,"leite, prêmio, clafarinhas, brazil, vingança",0.0,0.879,0.121,0.9802,0.1133333333333333,0.2133333333333333,"leite, ferreira, economic, portugal, psd",0.029,0.868,0.104,0.9571,0.1397988505747126,0.3247126436781608
Adelaide Cabete,Female,20th,Politician,Portugal,"cabete, portuguese, portugal, republican, physician",0.04,0.845,0.115,0.9022,0.1894444444444444,0.316111111111111,"women, cabete, cnmp, feminist, portugal",0.0,0.873,0.127,0.9729,0.213003663003663,0.3912087912087912,"cabete, portuguese, women, feminist, mulheres",0.065,0.873,0.061,-0.4404,0.0772222222222222,0.4216666666666667,"cabete, brazilian, adelaide, women, 1919",0.033,0.835,0.132,0.9769,0.1495098039215686,0.4230392156862745,"cabete, women, portuguese, adelaide, education",0.01,0.894,0.096,0.9565,0.1525062656641604,0.444047619047619
Adelina da Palma Carlos,Female,20th,Politician,Portugal,"da, lisbon, perguntas, democrático, adelina",0.031,0.811,0.158,0.9764,0.2069444444444444,0.4427777777777777,"palma, carlos, da, lisbon, philosophy",0.0,0.892,0.108,0.9643,0.0976666666666666,0.3166666666666666,"palma, democratic, prime, country, portuguese",0.016,0.92,0.063,0.85,0.1257575757575757,0.3430808080808081,"palma, women, carlos, da, feminist",0.048,0.831,0.121,0.9413,0.1300595238095238,0.3991071428571428,"adelina, palma, carlos, da, lisbon",0.006,0.856,0.137,0.9787,0.1179608585858585,0.452114898989899
Margaret Thatcher,Female,20th,Politician,United Kingdom,"thatcher, grocer, 1990, bolstered, privatized",0.043,0.86,0.098,0.8248,0.0996527777777777,0.4364583333333333,"britain, thatcher, margaret, included, party",0.091,0.825,0.084,-0.3831,0.1523056653491436,0.3958498023715415,"thatcher, unwavering, oxford, conservative, privatized",0.026,0.852,0.122,0.9661,0.2109649122807017,0.5083333333333334,"thatcher, leadership, conservative, 1979, lincolnshire",0.055,0.841,0.104,0.8934,0.1087797619047619,0.3904761904761905,"thatcher, unions, conservative, party, 1990",0.039,0.844,0.117,0.9473,0.1198611111111111,0.3843055555555555
Barbara Castle,Female,20th,Politician,United Kingdom,"castle, 70, mp, reforms, labour",0.054,0.853,0.093,0.8074,0.1243055555555555,0.2673611111111111,"castle, barbara, parliament, state, labour",0.049,0.82,0.131,0.9633,0.0978395061728395,0.4589506172839505,"castle, blackburn, state, introduced, 1965",0.016,0.907,0.077,0.9201,0.1496527777777777,0.3770833333333332,"labour, castle, service, provision, supplement",0.02,0.885,0.095,0.9201,0.1970588235294117,0.46078431372549,"castle, blackburn, pay, women, barbara",0.02,0.912,0.067,0.9081,0.1052631578947368,0.3925438596491228
Betty Boothroyd,Female,20th,Politician,United Kingdom,"boothroyd, speaker, bromwich, west, order",0.038,0.809,0.152,0.9515,0.1725378787878788,0.2303030303030303,"boothroyd, order, speaker, west, house",0.012,0.889,0.098,0.957,0.1146780303030303,0.3848484848484848,"boothroyd, speaker, commons, mps, labour",0.0,0.936,0.064,0.8705,0.1358974358974359,0.389102564102564,"boothroyd, betty, speaker, carson, misconduct",0.042,0.912,0.046,-0.0772,0.0811111111111111,0.3277777777777778,"boothroyd, speaker, dewsbury, betty, house",0.016,0.923,0.061,0.8442,0.1124269005847953,0.3792397660818712
Harriet Harman,Female,20th,Politician,United Kingdom,"harman, labour, peckham, solicitor, 2015",0.007,0.923,0.07,0.872,0.0736111111111111,0.3111111111111111,"harman, labour, shadow, solicitor, secretary",0.037,0.851,0.112,0.9274,0.0975308641975308,0.2845679012345679,"labour, shadow, solicitor, leader, equality",0.016,0.871,0.113,0.9756,0.1364035087719298,0.4447368421052631,"harman, equalities, stockbridge, baroness, mp",0.022,0.867,0.111,0.9136,0.1096153846153846,0.3006410256410257,"harman, labour, party, mp, equality",0.012,0.861,0.128,0.9833,0.1199074074074073,0.380787037037037
Shirley Williams,Female,20th,Politician,United Kingdom,"sdp, williams, centrist, labour, politics",0.037,0.838,0.124,0.9062,0.1222222222222222,0.3533333333333333,"sdp, crosby, labour, political, british",0.036,0.861,0.102,0.9403,0.0800595238095238,0.2702380952380952,"williams, sdp, labour, mp, british",0.0,0.907,0.093,0.9623,0.0637254901960784,0.1872549019607843,"williams, cash, questions, british, member",0.014,0.873,0.113,0.9596,0.0933080808080808,0.2059343434343434,"williams, sdp, british, labour, party",0.011,0.816,0.173,0.9901,0.0347826086956521,0.2884057971014492
Alexandra Kollontai,Female,20th,Politician,Russia,"kollontai, diplomatic, women, liberation, socialist",0.037,0.805,0.158,0.9735,0.2773809523809524,0.4488095238095238,"kollontai, diplomatic, sexuality, marriage, women",0.05,0.839,0.111,0.9382,0.1434782608695652,0.4601449275362318,"kollontai, revolutionary, feminist, women, diplomatic",0.043,0.871,0.086,0.8442,0.1564015151515151,0.4527272727272727,"kollontai, women, revolutionary, ambassador, zhenotdel",0.028,0.84,0.131,0.9022,0.1466666666666666,0.4744444444444443,"kollontai, women, soviet, petersburg, workers",0.029,0.874,0.097,0.9349,0.109982174688057,0.320855614973262
Nadezhda Krupskaya,Female,20th,Politician,Russia,"lenin, krupskaya, revolutionary, stalin, 1939",0.083,0.823,0.094,-0.0129,0.1527777777777778,0.4444444444444444,"lenin, krupskaya, bolshevik, nadezhda, education",0.056,0.83,0.114,0.8957,0.0773809523809523,0.5138888888888888,"lenin, krupskaya, revolutionary, soviet, revolution",0.07,0.871,0.059,-0.6705,0.0211538461538461,0.4,"krupskaya, revolutionary, lenin, bolshevik, soviet",0.044,0.86,0.097,0.7876,0.2046875,0.4265624999999999,"krupskaya, lenin, revolutionary, education, party",0.016,0.853,0.131,0.9709,0.2147058823529412,0.55
Galina Starovoitova,Female,20th,Politician,Russia,"starovoitova, democratic, russia, soviet, interethnic",0.196,0.688,0.117,-0.9562,0.0208333333333333,0.3944444444444444,"starovoitova, democratic, yeltsin, soviet, russia",0.085,0.842,0.073,-0.7096,0.0191666666666666,0.3841666666666666,"starovoitova, ethnic, rights, russian, democratic",0.075,0.815,0.11,0.7579,0.1060185185185185,0.2800925925925925,"starovoitova, soviet, dissidents, dissident, prison",0.15,0.727,0.123,-0.8873,0.0265625,0.4354910714285714,"starovoitova, democratic, soviet, russia, leningrad",0.104,0.773,0.123,0.3612,-0.0298245614035087,0.2649122807017544
Valentina Matvienko,Female,20th,Politician,Russia,"matvienko, russian, russia, komsomol, primakov",0.016,0.836,0.148,0.9744,0.1555555555555555,0.41,"governor, russian, matvienko, leningrad, service",0.024,0.884,0.092,0.9136,0.0838141025641025,0.2775641025641025,"matvienko, malta, russian, foreign, shepetovka",0.0,0.903,0.097,0.9459,0.1157894736842105,0.319298245614035,"matvienko, russian, russia, loyalty, resources",0.0,0.847,0.153,0.9805,0.1032051282051282,0.2871794871794871,"matvienko, federation, russia, russian, chairwoman",0.0,0.897,0.103,0.9708,0.0747395833333333,0.2940104166666666
Elena Kuptsova,Female,20th,Politician,Russia,"kuptsova, russia, bees, literary, participant",0.029,0.804,0.168,0.9802,0.191025641025641,0.3724358974358974,"kuptsova, historical, russian, engaging, fantasy",0.0,0.81,0.19,0.9903,0.1961711711711712,0.3754504504504504,"kuptsova, elena, get_biography, спектакль, ferromagnetic",0.0,1.0,0.0,0.0,0.0,0.0,"kuptsova, russian, elena, reporting, izvestiya",0.019,0.846,0.135,0.9851,0.0891414141414141,0.2671717171717171,"kuptsova, literary, russian, moscow, russia",0.0,0.848,0.152,0.9896,0.1126893939393939,0.3070549242424241
Tansu Çiller,Female,20th,Politician,Turkey,"çiller, minister, instability, prime, 1996",0.1,0.814,0.086,-0.3506,0.1731481481481482,0.4722222222222222,"çiller, tansu, dyp, minister, prime",0.019,0.917,0.064,0.8316,0.1163157894736842,0.3863157894736842,"demirel, çiller, successor, dyp, prime",0.036,0.884,0.08,0.8126,0.1298611111111111,0.4826388888888888,"çiller, turkey, özal, partisi, prime",0.011,0.817,0.172,0.9819,0.2484375,0.4223958333333333,"çiller, dyp, tansu, turkish, turkey",0.055,0.878,0.067,0.0,0.1190656565656565,0.3601010101010101
Türkan Akyol,Female,20th,Politician,Turkey,"akyol, rector, turkish, ankara, minister",0.0,0.924,0.076,0.9022,0.1458333333333333,0.28,"akyol, türkan, ankara, turkish, women",0.013,0.916,0.071,0.886,0.1140909090909091,0.4109090909090908,"akyol, minister, rector, turkish, istanbul",0.0,0.923,0.077,0.9217,0.1194444444444444,0.3783333333333333,"akyol, diyarbakır, syrian, kurdish, turkey",0.097,0.802,0.101,-0.4215,0.1124999999999999,0.3458333333333333,"akyol, turkish, türkan, poetry, yüzü",0.0,0.901,0.099,0.9643,0.0963068181818181,0.411300505050505
Behice Boran,Female,20th,Politician,Turkey,"boran, turkish, coup, sociology, behice",0.093,0.828,0.08,-0.6428,0.1414473684210526,0.3135964912280701,"boran, behice, ti, turkish, exile",0.078,0.82,0.102,0.7579,0.0846666666666666,0.3493333333333332,"chairwoman, ti, turkish, elected, istanbul",0.083,0.862,0.055,-0.7351,-0.0032051282051282,0.1955128205128205,"boran, turkish, behice, political, 1961",0.091,0.8,0.108,0.3707,0.0555555555555555,0.2296296296296296,"boran, turkish, sociology, turkey, women",0.024,0.856,0.119,0.9747,0.06875,0.2863095238095238
Nermin Neftçi,Female,20th,Politician,Turkey,"neftçi, azerbaijani, azerbaijan, baku, soviet",0.021,0.842,0.137,0.967,0.1291666666666666,0.3583333333333333,"neftçi, turkish, nermin, translator, politics",0.0,0.84,0.16,0.9796,0.1495614035087719,0.425,"cypriot, cyprus, turkish, law, island",0.012,0.882,0.105,0.9531,0.1365384615384615,0.4871794871794871,"neftçi, azerbaijani, nermin, azerbaijan, literary",0.069,0.772,0.159,0.9758,0.1439189189189189,0.4090090090090089,"neftçi, literary, nermin, istanbul, turkey",0.016,0.813,0.171,0.9848,0.1299895506792058,0.3314785788923718
Asiye Bozdağ,Female,20th,Politician,Turkey,"bozdağ, german, migrant, turkish, academic",0.0,0.915,0.085,0.9081,0.1104166666666666,0.2927083333333334,"ertuğrul, bozdağ, osman, historical, diriliş",0.0,0.804,0.196,0.991,0.252,0.433,"bozdağ, children, asiye, veli, bektaş",0.0,0.886,0.114,0.9726,0.1133653846153846,0.4082692307692308,"bozdağ, turkish, asiye, media, journalism",0.018,0.856,0.126,0.9818,0.100438596491228,0.2758771929824561,"bozdağ, asiye, turkish, turkey, literature",0.009,0.818,0.173,0.991,0.1105113636363636,0.3576941287878787
Dolores Ibárruri,Female,20th,Politician,Spain,"pce, ibárruri, spanish, spain, franco",0.092,0.812,0.097,-0.5242,0.1859375,0.5041666666666668,"ibárruri, spanish, pce, dolores, republican",0.088,0.752,0.16,0.938,0.0923295454545454,0.384469696969697,"ibárruri, spanish, spain, pce, franco",0.115,0.783,0.101,-0.7601,0.1185049019607843,0.3205882352941176,"ibárruri, dolores, spain, democracy, carried",0.043,0.814,0.143,0.9403,0.0592592592592592,0.4037037037037037,"ibárruri, spanish, communist, dolores, franco",0.071,0.828,0.102,0.7339,0.07125,0.3653333333333332
Federica Montseny,Female,20th,Politician,Spain,"anarchist, montseny, franco, civil, cnt",0.07,0.84,0.09,0.0127,0.1430555555555555,0.4305555555555555,"anarchist, montseny, republican, libertarian, spanish",0.108,0.778,0.114,-0.34,0.1164285714285714,0.3779761904761905,"anarchist, montseny, social, women, spanish",0.06,0.844,0.096,0.743,0.0953947368421052,0.3324561403508771,"montseny, anarchist, spanish, franco, workers",0.094,0.781,0.124,0.6705,0.0901515151515151,0.2979960899315737,"montseny, anarchist, federica, spanish, progressive",0.045,0.837,0.118,0.9576,0.0785087719298245,0.3228070175438596
Carmen Polo,Female,20th,Politician,Spain,"franco, polo, francoist, carmen, 1939",0.09,0.824,0.086,-0.3818,0.1431372549019608,0.426470588235294,"franco, spanish, carmen, nationalist, wife",0.044,0.859,0.097,0.8658,0.0804673721340388,0.3877865961199294,"franco, carmen, spanish, values, dictator",0.052,0.762,0.186,0.9725,0.1876666666666666,0.4063333333333332,"carmen, polo, spanish, spain, franco",0.107,0.828,0.065,-0.7964,0.0907407407407407,0.3611111111111111,"polo, franco, carmen, spanish, regime",0.061,0.83,0.109,0.8442,0.1251700680272109,0.4110544217687074
Clara Campoamor,Female,20th,Politician,Spain,"campoamor, clara, suffrage, spain, women",0.065,0.832,0.104,0.6808,0.0630952380952381,0.5,"campoamor, women, 1972, suffrage, argued",0.088,0.803,0.109,0.6079,0.1152014652014652,0.4009157509157509,"campoamor, women, suffrage, rights, spanish",0.058,0.851,0.091,0.6705,0.0756578947368421,0.4609649122807017,"campoamor, women, league, madrid, defensa",0.016,0.912,0.072,0.7256,0.1366666666666666,0.33,"campoamor, spain, women, spanish, clara",0.055,0.875,0.07,0.2492,0.1066912972085386,0.3801724137931034
Esperanza Aguirre,Female,20th,Politician,Spain,"aguirre, madrid, administration, conservative, personally",0.03,0.861,0.109,0.9081,0.1346491228070175,0.3723684210526315,"madrid, aguirre, pp, councillor, liberalisation",0.08,0.844,0.076,-0.2283,0.1119791666666666,0.3244791666666666,"madrid, aguirre, pp, education, 1999",0.008,0.906,0.085,0.9432,0.1185185185185185,0.386574074074074,"aguirre, madrid, pp, conservative, aznar",0.01,0.878,0.113,0.9796,0.1128694350916573,0.4259913954358398,"aguirre, madrid, spanish, pp, politics",0.059,0.815,0.126,0.9434,0.1119791666666666,0.3656249999999999
