"Name","Gender","Century","Scope","Country","top5_keywords","sent_neg","sent_neu","sent_pos","sent_compound","polarity","subjectivity"
"Chiaki Takano is not widely recognized, replacing with - Hiroshi Sugimoto","Male","21st","Artist","Japan","sugimoto, time, isolation, existence, transient","0.098","0.872","0.031","-0.9885","0.04517543859649123","0.2697368421052631"
"Gabriel Orozco","Male","21st","Artist","Mexico","orozco, mexican, el, danzón, sirena","0.092","0.767","0.141","0.9291","0.05492424242424243","0.2799242424242424"
"Carlos Amorales","Male","21st","Artist","Mexico","amorales, valencia, sindicalistas, premio, avui","0.033","0.866","0.101","0.9628","0.09922839506172841","0.3820987654320988"
"Damián Ortega","Male","21st","Artist","Mexico","ortega, entenego, el, nacionalsocialista, clase","0.025","0.805","0.17","0.9926","0.1675595238095238","0.337797619047619"
"Yoshua Okón","Male","21st","Artist","Mexico","israeli, okón, palestinian, conflict, army","0.108","0.792","0.099","-0.284","0.2681818181818182","0.5562499999999999"
"Abraham Cruzvillegas","Male","21st","Artist","Mexico","cruzvillegas, idiotas, cartoonist, comic, satirical","0.08","0.836","0.084","0.0129","0.1375","0.3892857142857143"
"Atelier Van Lieshout","Male","21st","Artist","Netherlands","fashion, lieshout, van, week, avlh","0.005","0.815","0.181","0.9977","0.20948812448812448","0.6042096642096642"
"Dave von Raven","Male","21st","Artist","Netherlands","raven, von, chill, elephant, dave","0.005","0.801","0.194","0.992","0.17329545454545453","0.31619318181818185"
"De Jeugd van Tegenwoordig","Male","21st","Artist","Netherlands","flemish, van, jeugd, tegenwoordig, lidthal","0.041","0.799","0.161","0.9862","0.10100108225108226","0.34004329004329004"
"Sondre Lerche","Male","21st","Artist","Norway","lerche, album, sondre, spellemannprisen, released","0.007","0.814","0.178","0.998","0.15743678364646105","0.4219927921540825"
"A-ha","Male","21st","Artist","Norway","ha, band, harket, album, shines","0.022","0.852","0.126","0.9764","0.1228232636928289","0.2779201957462827"
"Admiral P","Male","21st","Artist","Norway","naval, admiral, atlantic, nato, commander","0.019","0.77","0.211","0.9895","0.10624999999999998","0.4208333333333333"
"Andreas Lie","Male","21st","Artist","Norway","music, scholarship, lie, continuing, compositions","0.0","0.795","0.204","1.0","0.0371806569343066","0.3141017842660172"
"Bernard Sumner","Male","21st","Artist","Norway","sumner, joy, curtis, division, hook","0.084","0.755","0.161","0.9901","0.23871695680206323","0.43955512572533845"
"Mirosław Bałka","Male","21st","Artist","Poland","bałka, poland, polish, elblą, mikołaj","0.04","0.796","0.164","0.9701","0.2181372549019608","0.41323529411764703"
"Paweł Althamer","Male","21st","Artist","Poland","almodóvar, spanish, theatre, seville, plays","0.015","0.866","0.119","0.9818","0.12138888888888887","0.3589529914529914"
"Wilhelm Sasnal","Male","21st","Artist","Poland","sasnal, comic, graphic, rabbit, comics","0.035","0.729","0.236","0.999","0.25312499999999993","0.5110119047619047"
"Artur Żmijewski","Male","21st","Artist","Poland","żmijewski, artur, documentary, polish, policeman","0.116","0.83","0.054","-0.9897","0.07235449735449737","0.3637566137566138"
"Rafał Bujnowski","Male","21st","Artist","Poland","bujnowski, essayist, jagiellian, poet, warsaw","0.026","0.926","0.048","0.9859","0.13214743589743588","0.34799679487179486"
"Julião Sarmento","Male","21st","Artist","Portugal","sarmento, viseu, lockdown, resulting, council","0.111","0.872","0.017","-0.9982","0.12018072289156628","0.3543172690763052"
"Pedro Cabrita Reis","Male","21st","Artist","Portugal","pedro, verdean, cabo, da, cabrita","0.0","0.82","0.18","0.9891","0.18348214285714287","0.3465029761904762"
"Rui Chafes","Male","21st","Artist","Portugal","chafes, portuguese, brazil, lisbon, portugal","0.0","0.899","0.101","0.97","0.16822916666666668","0.3625"
"João Louro","Male","21st","Artist","Portugal","louro, prêmio, brazil, brazilian, camões","0.017","0.822","0.161","0.9916","0.11666666666666668","0.33518518518518514"
"João Pedro Vale","Male","21st","Artist","Portugal","vale, noite, das, valle, estrelas","0.036","0.832","0.132","0.9764","0.10740740740740742","0.43981481481481477"
"Ed Sheeran","Male","21st","Artist","United Kingdom","sheeran, album, singles, chart, studio","0.0","0.887","0.113","0.9799","0.21565934065934064","0.3328296703296703"
"Sam Smith","Male","21st","Artist","United Kingdom","smith, jls, sam, album, released","0.01","0.747","0.243","0.9951","0.2037472943722944","0.39974296536796533"
"Adele","Male","21st","Artist","United Kingdom","adele, album, 21, music, emotional","0.032","0.722","0.246","0.997","0.13216195569136746","0.42891520244461423"
"Oleg Kulik","Male","21st","Artist","Russia","kulik, theater, opera, composing, yuri","0.028","0.857","0.114","0.9769","0.06307519640852975","0.35572390572390566"
"Pavel Pepperstein","Male","21st","Artist","Russia","pepperstein, czechoslovakia, czech, prague, exile","0.059","0.839","0.102","0.8932","0.07000000000000002","0.31527777777777766"
"Dmitry Gutov","Male","21st","Artist","Russia","gutov, russia, duma, putin, yaroslavl","0.079","0.839","0.082","-0.0997","0.04583333333333333","0.27546296296296297"
"AES+F","Male","21st","Artist","Russia","apologize, confusion, assist, referring, provide","0.044","0.844","0.113","0.3716","0.0","0.5"
"Alexander Brodsky","Male","21st","Artist","Russia","brodsky, russian, russia, actions, petersburg","0.114","0.781","0.105","-0.1134","0.13936237373737376","0.364425505050505"
"Tarkan","Male","21st","Artist","Turkey","tarkan, şımarık, music, turkish, album","0.046","0.761","0.193","0.9892","0.325","0.4722222222222222"
"Murat Boz","Male","21st","Artist","Turkey","boz, gezi, turkish, murat, protests","0.054","0.796","0.151","0.985","0.12638888888888888","0.39583333333333326"
"İbrahim Tatlıses","Male","21st","Artist","Turkey","brahim, tatlıses, music, turkish, turkey","0.015","0.847","0.138","0.9844","0.15724431818181817","0.4574810606060606"
"Ahmet Kaya","Male","21st","Artist","Turkey","kaya, activism, güldüm, kissed, kurtulmuş","0.107","0.751","0.143","0.8854","0.06486013986013986","0.38639277389277377"
"Aleyna Tilki is not male, replacing with: Ezhel","Male","21st","Artist","Turkey","ezhel, children, illustrations, imaginative, biçer","0.0","0.771","0.229","0.9924","0.25760869565217387","0.5376811594202898"
"Miquel Barceló","Male","21st","Artist","Spain","barceló, biennale, moresca, olot, miquel","0.0","0.87","0.13","0.9901","0.1494605142332415","0.329178145087236"
"Jaume Plensa","Male","21st","Artist","Spain","plensa, minimalist, art, space, installation","0.078","0.865","0.057","-0.4404","0.06607142857142859","0.39914285714285713"
"Juan Muñoz","Male","21st","Artist","Spain","muñoz, mexican, contemporáneos, maples, arce","0.011","0.893","0.096","0.9666","0.03133333333333333","0.19966666666666666"
"Pablo Palazuelo is not 21st century","Male","21st","Artist","Spain","palazuelo, youthful, crimen, descubierto, del","0.02","0.772","0.208","0.9902","0.114","0.447"
"Santiago Sierra","Male","21st","Artist","Spain","sierra, art, conceptual, 2023, challenged","0.051","0.868","0.081","0.7339","0.14754901960784317","0.6009803921568626"
"Christoph Menke","Male","21st","Philosopher","Germany","menke, hamburg, philosophy, derrida, jacques","0.051","0.841","0.108","0.93","0.06822344322344323","0.36950549450549447"
"Rüdiger Safranski","Male","21st","Philosopher","Germany","safranski, german, rüdiger, history, hitler","0.028","0.876","0.096","0.9545","0.10541666666666667","0.2920833333333333"
"José Pablo Feinmann","Male","21st","Philosopher","Argentina","feinmann, argentinian, cultural, human, proscritos","0.063","0.806","0.131","0.9584","0.1005952380952381","0.3378571428571428"
"Alejandro Maldonado","Male","21st","Philosopher","Argentina","maldonado, peru, peruvian, la, corruption","0.015","0.855","0.13","0.9761","0.08611111111111112","0.26851851851851855"
"Alejandro Rozitchner","Male","21st","Philosopher","Argentina","rozitchner, psychoanalysis, desire, theory, psychoanalytic","0.02","0.822","0.158","0.9865","0.10978260869565216","0.2894927536231884"
"Arturo Longo Borges","Male","21st","Philosopher","Argentina","borges, longo, ocampo, literary, modernist","0.064","0.868","0.068","0.6472","0.055882352941176466","0.39730392156862737"
"Luiz Felipe Pondé","Male","21st","Philosopher","Brasil","pondé, brazilian, bahia, senator, modernist","0.042","0.857","0.101","0.8126","0.09250000000000001","0.34750000000000003"
"Renato Janine Ribeiro","Male","21st","Philosopher","Brasil","ribeiro, egípcio, coração, janine, solo","0.014","0.884","0.101","0.9735","0.05885326794417704","0.4167041292041292"
"Vladimir Safatle","Male","21st","Philosopher","Brasil","safatle, romanian, bucharest, conditions, freedom","0.075","0.764","0.161","0.9782","0.09672619047619048","0.3672619047619047"
"Marcelo Dascal","Male","21st","Philosopher","Brasil","dascal, philosophy, phenomenology, technology, buenos","0.011","0.909","0.08","0.9169","0.06439393939393939","0.32499999999999996"
"Marilena Chauí","Male","21st","Philosopher","Brasil","chauí, marilena, minority, cultural, academic","0.017","0.882","0.101","0.9618","0.08392857142857146","0.24196428571428563"
"Joseph Heath","Male","21st","Philosopher","Canada","heath, stanford, toronto, welfare, economy","0.022","0.853","0.125","0.9819","0.07707493655769519","0.25528810270189584"
"Will Kymlicka","Male","21st","Philosopher","Canada","kymlicka, minority, multiculturalism, democracies, rights","0.017","0.835","0.149","0.9888","0.12672799422799425","0.2783658008658007"
"Alain Badiou is not Canadian, replacing with: Brian Massumi","Male","21st","Philosopher","Canada","massumi, affect, virtual, theory, autonomy","0.027","0.912","0.061","0.6705","0.06865942028985508","0.3195652173913043"
"Wang Hui","Male","21st","Philosopher","China","hui, wang, chinese, intellectual, ccp","0.066","0.844","0.091","0.7951","0.10367965367965368","0.24718614718614718"
"Li Zehou","Male","21st","Philosopher","China","li, chinese, civilization, zehou, nanjing","0.036","0.832","0.132","0.9724","0.05244252873563219","0.18591954022988505"
"Zhao Tingyang","Male","21st","Philosopher","China","zhao, chinese, tingyang, cosmopolitan, philosophy","0.0","0.9","0.1","0.9557","0.06923076923076923","0.25213675213675213"
"Chen Lai","Male","21st","Philosopher","China","lai, chen, chinese, exit, observation","0.012","0.875","0.113","0.9517","0.08486111111111111","0.2899999999999999"
"Gan Yang","Male","21st","Philosopher","China","yanwu, gu, ming, chinese, confucian","0.023","0.873","0.104","0.977","0.13428571428571426","0.32857142857142857"
"Kim Sang-bong","Male","21st","Philosopher","South Korea","korean, kim, language, bong, sang","0.048","0.839","0.113","0.9231","0.16071428571428573","0.4303571428571428"
"Lee Jong-kwan","Male","21st","Philosopher","South Korea","lee, kwan, jong, vegetarian, mom","0.025","0.767","0.209","0.9957","0.14051846590909092","0.35511363636363635"
"Chang Sang Ho","Male","21st","Philosopher","South Korea","chang, korean, ho, south, sang","0.023","0.872","0.105","0.9648","0.0732638888888889","0.32152777777777775"
"Cho Yong-suk","Male","21st","Philosopher","South Korea","cho, korean, south, suk, yong","0.027","0.829","0.145","0.9875","0.04471288515406164","0.31292016806722683"
"Choi Byung-chool","Male","21st","Philosopher","South Korea","choi, korean, chool, byung, korea","0.024","0.897","0.079","0.9213","0.11590909090909093","0.3579153605015673"
"Daniel Dennett","Male","21st","Philosopher","United States","dennett, consciousness, cognitive, mind, boston","0.041","0.872","0.086","0.8885","-0.023684210526315794","0.5131578947368421"
"John Searle","Male","21st","Philosopher","United States","stuart, liberty, subjection, utilitarianism, john","0.043","0.833","0.124","0.9712","0.12070802005012532","0.356610275689223"
"Cornel West","Male","21st","Philosopher","United States","west, african, american, cornel, harvard","0.01","0.874","0.116","0.9726","0.12471334971334971","0.34866912366912367"
"Alain Badiou","Male","21st","Philosopher","France","badiou, event, lacan, alain, philosophical","0.055","0.88","0.064","0.128","0.004166666666666666","0.23237179487179488"
"Bernard Stiegler","Male","21st","Philosopher","France","stiegler, technology, memory, des, psychoanalysis","0.044","0.931","0.025","-0.7906","0.07222222222222223","0.3037037037037037"
"Michel Onfray","Male","21st","Philosopher","France","onfray, ecological, radical, egalitarian, doctrines","0.023","0.8","0.178","0.9718","0.12702020202020203","0.3085858585858585"
"Bruno Latour","Male","21st","Philosopher","France","latour, humans, science, sts, scientific","0.026","0.913","0.061","0.891","0.06333333333333332","0.41916666666666663"
"François Laruelle","Male","21st","Philosopher","France","laruelle, philosophy, non, philosophical, françois","0.019","0.893","0.089","0.9403","0.060449320794148394","0.33751306165099265"
"Giorgio Agamben","Male","21st","Philosopher","Italy","agamben, bare, giorgio, philosophy, rome","0.01","0.912","0.078","0.9393","0.06681096681096682","0.34466089466089467"
"Massimo Cacciari","Male","21st","Philosopher","Italy","cacciari, adorno, florence, rome, piacentini","0.032","0.868","0.1","0.9349","0.06586021505376345","0.3354838709677419"
"Maurizio Ferraris","Male","21st","Philosopher","Italy","legal, ferraris, law, diritto, maurizio","0.018","0.819","0.163","0.9822","0.18423423423423424","0.3554054054054054"
"Roberto Esposito","Male","21st","Philosopher","Italy","esposito, biopolitics, bioethics, philosophy, foucault","0.014","0.939","0.048","0.7351","0.1023148148148148","0.30231481481481476"
"Gianni Vattimo","Male","21st","Philosopher","Italy","vattimo, turin, philosophy, modernity, reality","0.026","0.904","0.07","0.872","0.033695652173913036","0.266304347826087"
"Ryosuke Ohashi","Male","21st","Philosopher","Japan","manga, promised, neverland, ohashi, anime","0.018","0.712","0.27","0.9939","0.27990196078431373","0.5661764705882353"
"Shigeki Noya","Male","21st","Philosopher","Japan","noya, fiction, shigeki, eden, science","0.009","0.813","0.178","0.9904","0.18766666666666662","0.3633333333333333"
"Hidetaka Ishida","Male","21st","Philosopher","Japan","ishida, game, shinguin, konami, video","0.035","0.821","0.143","0.9578","0.015499999999999998","0.38900000000000007"
"Hiroshi Harada","Male","21st","Philosopher","Japan","harada, japanese, hiroshima, genji, tokyo","0.0","0.84","0.16","0.9819","0.1640625","0.41875"
"Hiroshi Ichikawa","Male","21st","Philosopher","Japan","ichikawa, mental, nakedness, masakazu, hisako","0.204","0.703","0.093","-0.9873","0.04540719696969697","0.33331226065601055"
"Carlos Pereda","Male","21st","Philosopher","Mexico","pereda, spanish, carlos, poetry, exile","0.073","0.793","0.134","0.94","0.093013468013468","0.28998316498316495"
"Mauricio Beuchot","Male","21st","Philosopher","Mexico","beuchot, philosophical, religión, buenos, metaphysics","0.006","0.886","0.108","0.9761","0.1261904761904762","0.33630952380952384"
"Enrique Dussel","Male","21st","Philosopher","Mexico","dussel, theology, liberation, ethics, dominican","0.021","0.917","0.063","0.8481","0.08970588235294119","0.26813725490196083"
"José Luis Villacañas","Male","21st","Philosopher","Mexico","villacañas, spanish, noche, poets, poetry","0.082","0.808","0.11","0.7566","0.15043859649122804","0.3870614035087719"
"Hans Achterhuis","Male","21st","Philosopher","Netherlands","achterhuis, technological, technology, samenleving, gelukkige","0.017","0.834","0.149","0.9886","0.17793209876543212","0.39290123456790116"
"Herman Philipse","Male","21st","Philosopher","Netherlands","philipse, god, religious, belief, theism","0.128","0.804","0.067","-0.9254","0.10833333333333335","0.4241666666666667"
"Paul Cliteur","Male","21st","Philosopher","Netherlands","cliteur, religion, philosophy, amsterdam, academic","0.012","0.893","0.095","0.9568","0.09635416666666667","0.3916666666666666"
"René ten Bos","Male","21st","Philosopher","Netherlands","bos, symbolist, 1892, 1912, amsterdam","0.029","0.954","0.016","-0.3321","0.08802083333333334","0.29236111111111107"
"Ad Verbrugge","Male","21st","Philosopher","Netherlands","verbrugge, media, dutch, culture, stichting","0.042","0.889","0.069","0.6908","0.13461538461538464","0.4115384615384615"
"Lars Fr. H. Svendsen","Male","21st","Philosopher","Norway","svendsen, phenomenology, existentialism, fr, aarhus","0.045","0.874","0.081","0.7506","0.1273809523809524","0.4960317460317461"
"Arne Johan Vetlesen","Male","21st","Philosopher","Norway","vetlesen, environmental, humans, ethics, oslo","0.015","0.838","0.147","0.9902","0.17575757575757575","0.41181818181818186"
"Name 1: Jon Elster","Male","21st","Philosopher","Norway","elster, choice, rationality, decision, science","0.009","0.919","0.072","0.9273","0.06466666666666666","0.23133333333333336"
"Leszek Kolakowski","Male","21st","Philosopher","Poland","kolakowski, polish, marxism, leszek, intellectual","0.037","0.814","0.149","0.9885","0.08387096774193548","0.39704301075268816"
"Andrzej Leder","Male","21st","Philosopher","Poland","leder, polish, poland, andrzej, poetry","0.089","0.802","0.11","0.6597","0.08207070707070709","0.4098484848484848"
"Jan Hartman","Male","21st","Philosopher","Poland","hartman, phenomenology, perception, consciousness, philosophy","0.022","0.915","0.063","0.7383","0.08846153846153845","0.3455128205128205"
"Jan Woleński","Male","21st","Philosopher","Poland","modal, logic, woleński, philosophy, kraków","0.031","0.924","0.045","0.34","0.10156249999999999","0.5223958333333334"
"Marek Siemek","Male","21st","Philosopher","Poland","siemek, polish, kwiaty, fantasy, wielkie","0.009","0.823","0.167","0.9877","0.18961840628507293","0.5217732884399551"
"José Gil","Male","21st","Philosopher","Portugal","gil, libros, children, spanish, josé","0.029","0.786","0.186","0.9925","0.12386363636363637","0.38560606060606056"
"António Marques","Male","21st","Philosopher","Portugal","marques, portuguese, alvão, castro, kafka","0.008","0.879","0.112","0.9814","0.11388888888888893","0.38240740740740736"
"Desidério Murcho","Male","21st","Philosopher","Portugal","murcho, portuguese, portugal, lusitanist, azamor","0.026","0.776","0.198","0.9794","0.18333333333333338","0.44333333333333336"
"Amândio Morim","Male","21st","Philosopher","Portugal","morim, brazilian, amândio, brazil, consul","0.02","0.905","0.075","0.9403","0.09244791666666666","0.3109375"
"Simon Blackburn","Male","21st","Philosopher","United Kingdom","blackburn, philosophy, moral, language, meta","0.0","0.911","0.089","0.9766","0.0942528735632184","0.36896551724137927"
"A. C. Grayling","Male","21st","Philosopher","United Kingdom","grayling, philosophy, holberg, public, politics","0.008","0.899","0.094","0.9741","0.12699275362318838","0.31268115942028984"
"John Gray","Male","21st","Philosopher","United Kingdom","gray, venus, men, mars, relationships","0.0","0.813","0.187","0.995","0.14873737373737375","0.4005366161616162"
"John McDowell","Male","21st","Philosopher","United Kingdom","mcdowell, mind, philosophy, ethics, john","0.019","0.897","0.085","0.948","0.11185897435897435","0.29519230769230764"
"Roger Scruton","Male","21st","Philosopher","United Kingdom","scruton, conservatism, conservative, western, andrews","0.045","0.87","0.086","0.5423","0.06770833333333333","0.21770833333333334"
"Alexander Dugin","Male","21st","Philosopher","Russia","dugin, bolshevik, russian, political, western","0.046","0.873","0.081","0.7845","0.05757575757575757","0.140530303030303"
"Valery Podoroga","Male","21st","Philosopher","Russia","podoroga, moscow, valery, philosophy, russian","0.039","0.831","0.13","0.9674","0.1336111111111111","0.29250000000000004"
"Boris Groys","Male","21st","Philosopher","Russia","groys, art, boris, philosophy, history","0.007","0.935","0.058","0.9432","0.1326086956521739","0.3478260869565217"
"Mikhail Epstein","Male","21st","Philosopher","Russia","epstein, russian, postmodernity, trans, culture","0.007","0.921","0.072","0.91","0.14076479076479073","0.32265512265512264"
"Alexander Filippov","Male","21st","Philosopher","Russia","filippov, russian, rights, soviet, human","0.064","0.801","0.136","0.9719","0.12010939510939513","0.28947876447876436"
"Ahmet Arslan","Male","21st","Philosopher","Turkey","arslan, turkish, istanbul, zeal, alev","0.046","0.821","0.133","0.9468","0.08674242424242425","0.5159090909090908"
"Ahmet İnam","Male","21st","Philosopher","Turkey","nam, turkish, turkey, literature, human","0.031","0.789","0.18","0.9936","0.08589743589743591","0.3560897435897435"
"Hilmi Yavuz","Male","21st","Philosopher","Turkey","yavuz, istanbul, hilmi, turkish, intellectual","0.024","0.816","0.16","0.9901","0.11044226044226044","0.34572072072072063"
"Ömer Türker","Male","21st","Philosopher","Turkey","türker, journalism, ömer, turkish, columnist","0.042","0.851","0.108","0.9455","0.07010101010101012","0.3823737373737373"
"Fernando Savater","Male","21st","Philosopher","Spain","savater, spanish, philosophy, public, social","0.008","0.762","0.229","0.9955","0.12499999999999997","0.3029166666666666"
"Manuel Cruz","Male","21st","Philosopher","Spain","cruz, páloma, argentine, la, literature","0.009","0.873","0.118","0.9732","0.06833333333333334","0.30666666666666653"
"Adela Cortina","Male","21st","Philosopher","Spain","cortina, la, spanish, sonata, garde","0.03","0.85","0.12","0.9403","0.10394736842105266","0.29342105263157897"
"Daniel Innerarity","Male","21st","Philosopher","Spain","innerarity, 1862, architectural, charles, architect","0.046","0.839","0.115","0.9001","0.10147058823529412","0.3573529411764706"
"José Luis Pardo","Male","21st","Philosopher","Spain","pardo, mexican, cholo, mexico, luis","0.022","0.87","0.107","0.9705","0.16531830238726786","0.3650530503978779"
"Till Lindemann","Male","21st","Musician","Germany","lindemann, rammstein, till, music, schneider","0.019","0.829","0.152","0.9892","0.21641025641025638","0.42205128205128195"
"Robin Schulz","Male","21st","Musician","Germany","schulz, sugar, robin, music, successful","0.0","0.73","0.27","0.996","0.2572310405643739","0.47336860670194"
"Cro","Male","21st","Musician","Germany","croce, history, philosophy, intellectual, naples","0.09","0.742","0.168","0.9768","0.10236111111111111","0.3830555555555556"
"David Garrett","Male","21st","Musician","Germany","garrett, eclipse, david, total, scottish","0.011","0.862","0.127","0.9774","0.2210404537990745","0.5465442603373638"
"Diego Torres","Male","21st","Musician","Argentina","tango, torres, alberti, gato, gardel","0.016","0.876","0.108","0.9587","0.15098039215686276","0.438235294117647"
"Lisandro Aristimuña","Male","21st","Musician","Argentina","aristimuña, venezuela, venezuelan, el, journalism","0.026","0.864","0.11","0.9733","0.044865319865319865","0.25911896745230073"
"Marcelo D2","Male","21st","Musician","Brasil","d2, paulo, são, brazil, brazilian","0.0","0.871","0.129","0.9806","0.17500000000000002","0.41547619047619044"
"Leehom Wang","Male","21st","Musician","China","leehom, wang, 5566, ain, music","0.008","0.872","0.12","0.9714","0.19851491101491103","0.4413239538239538"
"Hua Chen","Male","21st","Musician","China","chen, chinese, translation, family, love","0.0","0.796","0.204","0.9917","0.17557471264367816","0.3258620689655173"
"Joker Xue","Male","21st","Musician","China","joker, xue, chinese, social, china","0.014","0.87","0.115","0.9349","0.07727272727272728","0.2211560044893378"
"Jay Park","Male","21st","Musician","South Korea","park, jay, rapper, dancer, ep","0.031","0.762","0.208","0.992","0.3061464646464646","0.5551919191919192"
"BTS (RM)","Male","21st","Musician","South Korea","rm, group, bang, big, game","0.011","0.855","0.133","0.9702","0.040296296296296295","0.3685925925925926"
"Bruno Mars","Male","21st","Musician","United States","mars, hooligans, bruno, music, pop","0.008","0.864","0.128","0.9837","0.11537433155080214","0.42549019607843136"
"Pharrell Williams","Male","21st","Musician","United States","pharrell, album, happy, katy, perry","0.024","0.8","0.176","0.989","0.3502277432712216","0.5683022774327123"
"David Guetta","Male","21st","Musician","France","guetta, album, love, single, sia","0.005","0.833","0.162","0.996","0.19539115646258504","0.3763265306122448"
"Stromae","Male","21st","Musician","France","stromae, grammy, album, quanza, nominated","0.018","0.796","0.186","0.9951","0.13460497835497834","0.349025974025974"
"Christophe","Male","21st","Musician","France","bertin, du, christophe, prix, marquis","0.007","0.814","0.179","0.9939","0.14655172413793102","0.36810344827586194"
"Jean-Michel Jarre","Male","21st","Musician","France","jarre, electronic, music, album, oxygène","0.0","0.873","0.127","0.9842","0.1538181818181818","0.34736363636363643"
"-M- (Matthieu Chedid)","Male","21st","Musician","France","chedid, music, le, matthieu, album","0.01","0.878","0.112","0.9716","0.14062500000000003","0.35833333333333334"
"Eros Ramazzotti","Male","21st","Musician","Italy","ramazzotti, bla, eros, parole, musical","0.01","0.838","0.152","0.9828","0.07267857142857143","0.3482142857142857"
"Marco Mengoni","Male","21st","Musician","Italy","mengoni, eurovision, song, parole, marco","0.0","0.788","0.212","0.9967","0.1958333333333333","0.36822916666666666"
"Tiziano Ferro","Male","21st","Musician","Italy","ferro, primo, se, album, music","0.0","0.834","0.166","0.9839","0.05591517857142857","0.24032738095238093"
"Jovanotti","Male","21st","Musician","Italy","jovanotti, volo, tutte, eiffel, music","0.0","0.804","0.196","0.9931","0.202483164983165","0.43867845117845117"
"Mahmood","Male","21st","Musician","Italy","mahmood, pakistan, karachi, pakistani, activism","0.017","0.853","0.13","0.9861","0.07714285714285717","0.38047619047619036"
"Kenshi Yonezu","Male","21st","Musician","Japan","yonezu, ep, utopia, zetsubō, sayonara","0.036","0.789","0.175","0.9911","0.245196671144947","0.39348260934467827"
"Hyde","Male","21st","Musician","Japan","stevenson, 1894, samoa, osbourne, fanny","0.115","0.727","0.158","0.7403","0.13333333333333333","0.38000000000000006"
"Gackt","Male","21st","Musician","Japan","gackt, gothic, band, rock, mizer","0.027","0.82","0.152","0.9834","0.15490196078431376","0.42058823529411765"
"Daichi Miura","Male","21st","Musician","Japan","miura, manga, nisekoi, norn9, daichi","0.008","0.787","0.204","0.994","0.18333333333333338","0.5425"
"Daiki Tsuneta (King Gnu, millennium parade)","Male","21st","Musician","Japan","gnu, tsuneta, king, music, world","0.013","0.849","0.138","0.9735","0.1983882189239332","0.4956632653061225"
"Alejandro Fernandez","Male","21st","Musician","Mexico","fernandez, seville, spain, spanish, alejandro","0.018","0.824","0.157","0.9926","0.12072072072072072","0.28423423423423416"
"Carlos Rivera","Male","21st","Musician","Mexico","rivera, dominican, carlos, colleges, soltera","0.0","0.86","0.14","0.979","0.15664983164983162","0.43451178451178446"
"Christian Nodal","Male","21st","Musician","Mexico","nodal, residente, perdón, reggaeton, music","0.027","0.775","0.198","0.9911","0.275879917184265","0.5488095238095239"
"Natalia Lafourcade","Male","21st","Musician","Mexico","lafourcade, music, album, released, latin","0.023","0.851","0.127","0.9783","0.1505952380952381","0.3714285714285714"
"Armin van Buuren","Male","21st","Musician","Netherlands","armin, buuren, van, mirage, trance","0.0","0.914","0.086","0.977","0.11529909484454938","0.4059392627574446"
"Hardwell","Male","21st","Musician","Netherlands","hardwell, reloaded, album, dance, mike","0.008","0.891","0.1","0.9735","0.18035714285714285","0.42892857142857144"
"Martin Garrix","Male","21st","Musician","Netherlands","garrix, music, animals, martin, electronic","0.014","0.817","0.168","0.9917","0.15034013605442179","0.32675736961451246"
"Tiesto","Male","21st","Musician","Netherlands","tiësto, trance, dj, music, producer","0.0","0.829","0.171","0.9887","0.2000564652738566","0.5421230942970073"
"Kygo","Male","21st","Musician","Norway","kygo, released, electronic, garrix, music","0.0","0.883","0.117","0.9834","0.19081632653061226","0.4279478458049887"
"Röyksopp","Male","21st","Musician","Norway","röyksopp, duo, inevitable, heartbreak, album","0.044","0.822","0.134","0.9725","0.04374025974025973","0.5018095238095239"
"Krzysztof Zalewski","Male","21st","Musician","Poland","zalewski, poland, polish, krzysztof, political","0.051","0.849","0.1","0.9446","0.09764309764309766","0.35634118967452294"
"Mrozu","Male","21st","Musician","Poland","mrozu, polish, literature, literary, writers","0.022","0.826","0.152","0.9877","0.1120882740447958","0.34766139657444006"
"Adam Darski","Male","21st","Musician","Poland","darski, behemoth, metal, adam, band","0.109","0.809","0.082","-0.8957","0.0996794871794872","0.45096153846153847"
"António Zambujo","Male","21st","Musician","Portugal","zambujo, mozambican, mozambique, frelimo, colonial","0.035","0.892","0.073","0.8316","0.1","0.3579166666666666"
"David Fonseca","Male","21st","Musician","Portugal","fonseca, music, portuguese, album, sun","0.009","0.799","0.192","0.9966","0.17048260381593713","0.4473905723905724"
"Diogo Piçarra","Male","21st","Musician","Portugal","piçarra, marte, diogo, children, mars","0.04","0.776","0.184","0.9879","0.16921212121212117","0.49866666666666665"
"Miguel Araújo","Male","21st","Musician","Portugal","araújo, children, são, paulo, animated","0.0","0.895","0.105","0.971","0.13913043478260873","0.4275362318840579"
"Harry Styles","Male","21st","Musician","United Kingdom","styles, gucci, harry, fashion, solo","0.009","0.802","0.189","0.9915","0.223731884057971","0.5141304347826088"
"Stormzy","Male","21st","Musician","United Kingdom","stormzy, burberry, fashion, charity, chart","0.009","0.869","0.122","0.9744","0.06785714285714287","0.3043452380952381"
"Dima Bilan","Male","21st","Musician","Russia","bilan, dima, song, serebro, chishko","0.0","0.76","0.24","0.9906","0.18645833333333334","0.40104166666666663"
"Sergei Lazarev","Male","21st","Musician","Russia","lazarev, fantasy, novel, journals, stormborne","0.017","0.743","0.24","0.9969","0.162542735042735","0.3891666666666666"
