"Name","Gender","Century","Scope","Country","top5_keywords","sent_neg","sent_neu","sent_pos","sent_compound","polarity","subjectivity"
"Shohei Ohtani","Male","21st","Athlete","Japan","baseball, league, player, runs, nippon","0.01","0.834","0.155","0.9899","0.26083333333333336","0.45195402298850584"
"Yuzuru Hanyu","Male","21st","Athlete","Japan","championships, skating, hanyu, prix, final","0.021","0.744","0.235","0.9954","0.2876666666666667","0.6096666666666666"
"Hidetoshi Nakata","Male","21st","Athlete","Japan","nakata, serie, kofu, roma, football","0.0","0.853","0.147","0.982","0.18566666666666667","0.3343333333333333"
"Kei Nishikori","Male","21st","Athlete","Japan","tennis, open, atp, reaching, winning","0.017","0.805","0.178","0.9856","0.22011111111111115","0.41822222222222216"
"Javier Hernandez","Male","21st","Athlete","Mexico","hernandez, guadalajara, javier, scorer, mexico","0.0","0.851","0.149","0.9855","0.18796296296296294","0.3805555555555556"
"Saúl Álvarez","Male","21st","Athlete","Mexico","super, middleweight, wbc, titles, wbo","0.019","0.72","0.261","0.9963","0.4240740740740741","0.4864197530864197"
"Giovani dos Santos","Male","21st","Athlete","Mexico","mexico, santos, dos, cup, mls","0.02","0.821","0.159","0.9886","0.15965909090909092","0.4068181818181818"
"Guillermo Ochoa","Male","21st","Athlete","Mexico","ochoa, américa, mexico, club, football","0.0","0.848","0.152","0.9871","0.3130434782608696","0.3789855072463768"
"Julio César Chávez Jr.","Male","21st","Athlete","Mexico","","0.0","0.0","0.0","0.0","0.0","0.0"
"Epke Zonderland","Male","21st","Athlete","Netherlands","zonderland, bar, medal, gymnast, olympic","0.024","0.728","0.248","0.9944","0.20444444444444443","0.4313580246913581"
"Max Verstappen","Male","21st","Athlete","Netherlands","verstappen, f1, formula, championship, bull","0.012","0.819","0.17","0.9899","0.272","0.4357435897435898"
"Virgil van Dijk","Male","21st","Athlete","Netherlands","defender, uefa, pfa, year, league","0.0","0.868","0.132","0.9698","0.3095238095238096","0.511904761904762"
"Mathieu van der Poel","Male","21st","Athlete","Netherlands","poel, der, van, cyclo, cyclists","0.007","0.823","0.17","0.9904","0.3063492063492063","0.4547619047619047"
"Magnus Carlsen","Male","21st","Athlete","Norway","chess, carlsen, tournament, grandmaster, norwegian","0.01","0.809","0.18","0.9913","0.3218137254901961","0.4401960784313726"
"Ole Einar Bjorndalen","Male","21st","Athlete","Norway","bjørndalen, biathlon, cup, world, medals","0.0","0.851","0.149","0.9855","0.22353535353535353","0.44919191919191914"
"Petter Northug","Male","21st","Athlete","Norway","northug, gold, sprint, sport, skier","0.061","0.752","0.187","0.9836","0.24694444444444444","0.5523611111111112"
"Aksel Lund Svindal","Male","21st","Athlete","Norway","downhill, cup, super, svindal, slalom","0.0","0.882","0.118","0.9769","0.23240740740740742","0.44074074074074077"
"Erling Haaland","Male","21st","Athlete","Norway","haaland, fk, erling, scoring, football","0.013","0.795","0.192","0.9901","0.22978260869565215","0.4437681159420291"
"Kamil Stoch","Male","21st","Athlete","Poland","get_athlete_biography, kamil, stoch, спектакль, ferrero","0.0","1.0","0.0","0.0","0.0","0.0"
"Paweł Karczewski","Male","21st","Athlete","Poland","karczewski, szczecin, literary, polish, experimental","0.0","0.881","0.119","0.9765","0.13289001122334457","0.33220538720538717"
"Robert Lewandowski","Male","21st","Athlete","Poland","goals, scored, strikers, bayern, bundesliga","0.06","0.855","0.085","0.8871","0.37916666666666665","0.6541666666666667"
"Marcin Gortat","Male","21st","Athlete","Poland","nba, gortat, magic, basketball, wizards","0.009","0.918","0.074","0.9024","0.14409722222222224","0.4375496031746031"
"Rui Costa","Male","21st","Athlete","Portugal","benfica, portuguese, football, rui, costa","0.0","0.823","0.177","0.9904","0.31008771929824563","0.4486842105263158"
"Fernando Pimenta","Male","21st","Athlete","Portugal","event, shortened_bio, biography_data, year, birth_date","0.019","0.793","0.188","0.9761","0.08333333333333333","0.38888888888888884"
"Nani","Male","21st","Athlete","Portugal","cappella, 1577, nanino, composers, 1575","0.018","0.905","0.077","0.8779","0.1484375","0.5296875"
"Andy Murray","Male","21st","Athlete","United Kingdom","murray, tennis, 2016, open, judy","0.055","0.781","0.164","0.9765","0.2559288537549408","0.5559947299077734"
"Lewis Hamilton","Male","21st","Athlete","United Kingdom","formula, drivers, hamilton, mclaren, renault","0.0","0.801","0.199","0.9928","0.3430555555555556","0.5504629629629628"
"Mo Farah","Male","21st","Athlete","United Kingdom","000m, distance, child, trafficked, kahin","0.017","0.878","0.104","0.9345","0.2001782531194296","0.3313725490196079"
"Anthony Joshua","Male","21st","Athlete","United Kingdom","","0.0","0.0","0.0","0.0","0.0","0.0"
"Chris Hoy","Male","21st","Athlete","United Kingdom","hoy, sprint, gold, cyclists, cycling","0.0","0.726","0.274","0.9981","0.3777777777777778","0.6055555555555555"
"Alexander Ovechkin","Male","21st","Athlete","Russia","nhl, hockey, ovechkin, capitals, league","0.0","0.819","0.181","0.9916","0.3275","0.46583333333333343"
"Marat Safin","Male","21st","Athlete","Russia","tennis, safin, player, 2000, open","0.078","0.753","0.169","0.9739","0.2922077922077922","0.3966450216450216"
"Andrei Arshavin","Male","21st","Athlete","Russia","arshavin, russian, zenit, euro, uefa","0.014","0.848","0.138","0.9755","0.28421052631578947","0.4368421052631579"
"Daniil Medvedev","Male","21st","Athlete","Russia","medvedev, atp, junior, tennis, 2014","0.053","0.82","0.127","0.9514","0.22361111111111112","0.509126984126984"
"Arda Turan","Male","21st","Athlete","Turkey","turan, turkish, galatasaray, copa, rey","0.02","0.8","0.18","0.9884","0.14112103174603174","0.3785218253968254"
"Rüştü Reçber","Male","21st","Athlete","Turkey","reçber, fenerbahçe, turkey, goalkeepers, euro","0.0","0.867","0.133","0.9788","0.2545454545454545","0.4446969696969697"
"Ahmet Çakır","Male","21st","Athlete","Turkey","german, turkish, recognizes, çakır, tongue","0.0","0.925","0.075","0.891","0.1101851851851852","0.25416666666666665"
"Iker Casillas","Male","21st","Athlete","Spain","casillas, goalkeeper, liga, team, uefa","0.0","0.84","0.16","0.9892","0.23800000000000002","0.4133333333333333"
"Marc Márquez","Male","21st","Athlete","Spain","motogp, márquez, rider, youngest, motorcycle","0.006","0.796","0.199","0.991","0.3748168498168499","0.4505494505494506"
"Wolfgang Tillmans","Male","21st","Artist","Germany","tillmans, photographs, photographer, artist, art","0.004","0.832","0.163","0.9902","0.09384441316259497","0.4158727636000363"
"Neo Rauch","Male","21st","Artist","Germany","leipzig, rauch, realism, paintings, east","0.035","0.906","0.059","0.7814","0.11239177489177488","0.43138528138528137"
"Andreas Gursky","Male","21st","Artist","Germany","gursky, rhein, photographs, capture, landscapes","0.024","0.875","0.101","0.9598","0.22387766554433222","0.4643658810325476"
"Adrián Villar Rojas","Male","21st","Artist","Argentina","villar, rojas, solo, biennale, buenos","0.014","0.917","0.069","0.8797","0.12752286175363098","0.46209297113143266"
"Andres Waissman","Male","21st","Artist","Argentina","waissman, argentine, dictatorship, literary, argentina","0.009","0.879","0.111","0.9749","0.13005952380952382","0.35982142857142857"
"Adriana Varejão","Male","21st","Artist","Brasil","varejão, tiles, brazilian, art, approach","0.026","0.856","0.118","0.9664","0.16242424242424242","0.4314141414141414"
"Anitta","Male","21st","Artist","Brasil","anitta, brazilian, latin, nominated, hit","0.0","0.783","0.217","0.9957","0.26649796282149224","0.44816653934301"
"Jeff Wall","Male","21st","Artist","Canada","wall, art, photographers, photographs, conceptual","0.0","0.926","0.074","0.9381","0.11799242424242426","0.4219696969696969"
"Ai Weiwei","Male","21st","Artist","China","weiwei, ai, art, beijing, china","0.117","0.81","0.073","-0.872","0.043484848484848494","0.26939393939393935"
"Cai Guo-Qiang","Male","21st","Artist","China","cai, art, installations, scale, large","0.029","0.863","0.108","0.9558","0.17515948963317385","0.3335725677830941"
"Liu Xiaodong","Male","21st","Artist","China","liu, gorges, workers, realist, chinese","0.03","0.909","0.061","0.7501","0.12767857142857142","0.3229166666666666"
"Xu Bing","Male","21st","Artist","China","bing, xu, carvings, chinese, vice","0.0","0.883","0.117","0.9796","0.14333333333333334","0.2975"
"Yue Minjun","Male","21st","Artist","China","yue, chinese, portraits, china, signature","0.028","0.915","0.057","0.7939","0.061958874458874456","0.3802597402597403"
"G-Dragon","Male","21st","Artist","South Korea","dragon, bang, big, yg, music","0.005","0.788","0.207","0.9935","0.18846153846153843","0.4096153846153846"
"PSY","Male","21st","Artist","South Korea","","0.0","0.0","0.0","0.0","0.0","0.0"
"Taeyang","Male","21st","Artist","South Korea","taeyang, bigbang, successful, singles, hit","0.0","0.839","0.161","0.9875","0.2409307359307359","0.5282380952380952"
"Zico","Male","21st","Artist","South Korea","zico, flamengo, antlers, kashima, play","0.0","0.859","0.141","0.9856","0.27261904761904765","0.4416666666666667"
"RM","Male","21st","Artist","South Korea","rm, bts, rapper, ilsan, eaeon","0.009","0.833","0.158","0.9869","0.11904761904761904","0.3411027568922306"
"Jeff Koons","Male","21st","Artist","United States","koons, art, banality, sculptures, objects","0.013","0.872","0.115","0.9668","0.14109848484848486","0.4287878787878788"
"JR","Male","21st","Artist","France","jr, project, inside, scale, museum","0.01","0.877","0.113","0.9728","0.11666666666666668","0.38913043478260867"
"Jean-Michel Basquiat","Male","21st","Artist","France","basquiat, artist, tagging, samo, cortez","0.064","0.832","0.105","0.8516","0.10046620046620046","0.419006993006993"
"Pierre Huyghe","Male","21st","Artist","France","huyghe, video, paris, art, museum","0.0","0.953","0.047","0.8874","0.08936237373737373","0.395675505050505"
"Xavier Veilhan","Male","21st","Artist","France","veilhan, art, paris, installations, biennale","0.0","0.919","0.081","0.9468","0.08181818181818182","0.3181818181818183"
"Banksy is British","Male","21st","Artist","France","banksy, street, art, bristol, anti","0.008","0.876","0.116","0.9728","0.17600000000000002","0.4173333333333333"
"Francesco Vezzoli","Male","21st","Artist","Italy","vezzoli, art, artistic, video, practice","0.0","0.95","0.05","0.872","0.13179590017825313","0.47771836007130125"
"Maurizio Cattelan","Male","21st","Artist","Italy","cattelan, wax, humorous, art, conventions","0.016","0.84","0.143","0.9814","0.019588744588744607","0.5355339105339105"
"Michelangelo Pistoletto","Male","21st","Artist","Italy","pistoletto, biella, art, materials, minus","0.006","0.907","0.087","0.9545","0.026334776334776332","0.2565656565656566"
"Pietro Ruffo","Male","21st","Artist","Italy","ruffo, opera, houses, performances, italy","0.031","0.883","0.086","0.9136","0.18952651515151514","0.5510606060606059"
"Andrea Kvas","Male","21st","Artist","Italy","kvas, slovak, slovakia, literary, translations","0.009","0.894","0.096","0.9538","0.07343750000000002","0.22213541666666667"
"Yoshitomo Nara","Male","21st","Artist","Japan","nara, aichi, japan, art, western","0.014","0.893","0.093","0.9509","0.095989898989899","0.3717626262626263"
"Tatsuo Miyajima","Male","21st","Artist","Japan","miyajima, artistic, art, installations, contemporary","0.0","0.883","0.117","0.9698","0.15964912280701754","0.487719298245614"
"Chiaki Takano is not widely recognized, replacing with - Hiroshi Sugimoto","Male","21st","Artist","Japan","sugimoto, photography, seascapes, essence, subjects","0.014","0.85","0.136","0.9872","0.1881542699724518","0.5651859504132232"
"Gabriel Orozco","Male","21st","Artist","Mexico","orozco, series, photographs, artes, 1993","0.007","0.929","0.064","0.9186","0.04505928853754941","0.37374835309617926"
"Carlos Amorales","Male","21st","Artist","Mexico","amorales, mexican, museo, animation, performance","0.0","0.948","0.052","0.8922","0.09609683794466405","0.3007575757575757"
"Damián Ortega","Male","21st","Artist","Mexico","ortega, art, mexican, objects, materials","0.0","0.92","0.08","0.9482","0.1017874053030303","0.3996212121212121"
"Yoshua Okón","Male","21st","Artist","Mexico","okón, video, mexico, arts, art","0.019","0.911","0.069","0.8934","0.10196408529741861","0.2643658810325477"
"Abraham Cruzvillegas","Male","21st","Artist","Mexico","cruzvillegas, taller, mexico, city, artistic","0.0","0.873","0.127","0.9839","0.19765151515151516","0.4800000000000001"
"Atelier Van Lieshout","Male","21st","Artist","Netherlands","lieshout, van, avl, art, urban","0.021","0.864","0.115","0.9538","0.1861268939393939","0.3893465909090909"
"Dave von Raven","Male","21st","Artist","Netherlands","raven, von, swedish, enigmatic, mystery","0.05","0.856","0.094","0.8915","0.13348214285714285","0.45595238095238083"
"De Jeugd van Tegenwoordig","Male","21st","Artist","Netherlands","jeugd, tegenwoordig, dutch, group, hop","0.017","0.813","0.171","0.9899","0.20707359307359308","0.6204761904761905"
"Sondre Lerche","Male","21st","Artist","Norway","lerche, jazz, faces, singer, musical","0.016","0.903","0.081","0.932","0.11042718855218854","0.4747685185185185"
"A-ha","Male","21st","Artist","Norway","band, ha, harket, synth, farewell","0.007","0.889","0.104","0.9688","0.1402639751552795","0.33859213250517595"
"Admiral P","Male","21st","Artist","Norway","admiral, hop, hip, norwegian, onklp","0.0","0.784","0.216","0.9933","0.20665584415584418","0.3351190476190476"
"Andreas Lie","Male","21st","Artist","Norway","lie, ålesund, adult, writing, craft","0.008","0.819","0.173","0.9923","0.19320987654320984","0.4447530864197531"
"Bernard Sumner","Male","21st","Artist","Norway","sumner, order, joy, ian, curtis","0.089","0.76","0.151","0.9467","0.23560606060606068","0.4145202020202021"
"Mirosław Bałka","Male","21st","Artist","Poland","bałka, installation, art, sculpture, warsaw","0.03","0.902","0.067","0.8173","0.17101449275362318","0.40942028985507245"
"Paweł Althamer","Male","21st","Artist","Poland","althamer, warsaw, reality, subcultures, foksal","0.016","0.863","0.121","0.9714","0.14125000000000001","0.3754166666666666"
"Wilhelm Sasnal","Male","21st","Artist","Poland","sasnal, history, polish, art, practice","0.009","0.925","0.066","0.8923","0.07157287157287158","0.42402597402597403"
"Artur Żmijewski","Male","21st","Artist","Poland","żmijewski, polish, art, warsaw, biennale","0.009","0.917","0.074","0.9168","0.13406285072951737","0.3946127946127946"
"Rafał Bujnowski","Male","21st","Artist","Poland","bujnowski, kraków, polish, poetry, literary","0.023","0.853","0.124","0.9631","0.15769230769230771","0.3913461538461538"
"Julião Sarmento","Male","21st","Artist","Portugal","sarmento, arts, lisbon, portuguese, art","0.0","0.883","0.117","0.9726","0.18421052631578946","0.39824561403508774"
"Pedro Cabrita Reis","Male","21st","Artist","Portugal","cabrita, reis, lisbon, art, exhibitions","0.005","0.927","0.067","0.932","0.17083333333333336","0.5196969696969698"
"Rui Chafes","Male","21st","Artist","Portugal","chafes, portugal, sculptor, lisbon, dusseldorf","0.0","0.889","0.111","0.969","0.17500000000000002","0.4645833333333333"
"João Louro","Male","21st","Artist","Portugal","galeria, lisbon, exhibit, mediums, represented","0.006","0.922","0.072","0.9273","0.09104683195592286","0.4005853994490358"
"João Pedro Vale","Male","21st","Artist","Portugal","vale, porto, serrralves, museu, drawing","0.01","0.881","0.109","0.9721","0.1622960372960373","0.4572261072261072"
"Ed Sheeran","Male","21st","Artist","United Kingdom","sheeran, ep, need, singles, hebden","0.031","0.83","0.139","0.9747","0.19624125874125875","0.5229895104895105"
"Sam Smith","Male","21st","Artist","United Kingdom","smith, music, mental, latch, disclosure","0.038","0.789","0.173","0.9865","0.1699248120300752","0.5033834586466165"
"Adele","Male","21st","Artist","United Kingdom","adele, album, like, released, included","0.039","0.734","0.227","0.9949","0.20812629399585922","0.42815734989648035"
"Oleg Kulik","Male","21st","Artist","Russia","kulik, dog, visitors, art, cage","0.032","0.919","0.049","0.4939","0.06588319088319088","0.36499287749287757"
"Pavel Pepperstein","Male","21st","Artist","Russia","pepperstein, russian, art, drawing, moscow","0.011","0.919","0.071","0.9001","0.07277667984189724","0.35200922266139656"
"Dmitry Gutov","Male","21st","Artist","Russia","gutov, russian, literary, philosophical, moscow","0.029","0.882","0.089","0.93","0.0715686274509804","0.153921568627451"
"AES+F","Male","21st","Artist","Russia","aes, photographs, 2007, video, depicts","0.02","0.923","0.057","0.6705","0.045000000000000005","0.2644444444444444"
"Alexander Brodsky","Male","21st","Artist","Russia","brodsky, leningrad, ussr, poetry, stoking","0.015","0.919","0.066","0.8883","0.09910714285714285","0.36220238095238094"
"Tarkan","Male","21st","Artist","Turkey","tarkan, kuzu, turkish, hits, music","0.0","0.876","0.124","0.9802","0.2061111111111111","0.4290740740740741"
"Murat Boz","Male","21st","Artist","Turkey","boz, turkish, maximum, music, pop","0.0","0.839","0.161","0.9877","0.20785714285714282","0.4089285714285714"
"İbrahim Tatlıses","Male","21st","Artist","Turkey","turkish, tv, singing, folk, local","0.047","0.778","0.174","0.9787","0.15256410256410258","0.5355769230769231"
"Ahmet Kaya","Male","21st","Artist","Turkey","kurdish, kaya, music, ahmet, reflected","0.115","0.787","0.097","-0.5103","0.08295454545454546","0.3852272727272727"
"Aleyna Tilki is not male, replacing with: Ezhel","Male","21st","Artist","Turkey","ezhel, turkish, aya, hop, hip","0.012","0.826","0.161","0.9876","0.19688686313686313","0.3797327672327672"
"Miquel Barceló","Male","21st","Artist","Spain","barceló, mallorca, ceramics, spanish, african","0.0","0.864","0.136","0.982","0.10690235690235692","0.40881032547699203"
"Jaume Plensa","Male","21st","Artist","Spain","plensa, barcelona, arts, sculptures, park","0.0","0.871","0.129","0.9808","0.10587121212121213","0.3217532467532468"
"Juan Muñoz","Male","21st","Artist","Spain","muñoz, materials, madrid, obscured, hirschhorn","0.036","0.865","0.099","0.9349","0.03875","0.4425"
"Pablo Palazuelo is not 21st century","Male","21st","Artist","Spain","palazuelo, art, artes, spanish, madrid","0.044","0.88","0.076","0.6705","0.10416666666666666","0.38645833333333335"
"Santiago Sierra","Male","21st","Artist","Spain","sierra, paying, hamburg, societal, madrid","0.07","0.876","0.054","-0.4033","0.054347826086956534","0.4014492753623188"
"Christoph Menke","Male","21st","Philosopher","Germany","menke, frankfurt, philosophy, adorno, translation","0.056","0.856","0.088","0.7346","0.05480769230769231","0.3125"
"Rüdiger Safranski","Male","21st","Philosopher","Germany","safranski, nietzsche, friedrich, german, having","0.009","0.839","0.152","0.9846","0.12638888888888888","0.300462962962963"
"José Pablo Feinmann","Male","21st","Philosopher","Argentina","feinmann, argentine, filosofía, television, culture","0.01","0.899","0.091","0.9545","0.135625","0.45187499999999997"
"Alejandro Maldonado","Male","21st","Philosopher","Argentina","guatemalan, guatemala, maldonado, newspapers, magazines","0.048","0.906","0.046","-0.3626","0.06372549019607844","0.34803921568627455"
"Alejandro Rozitchner","Male","21st","Philosopher","Argentina","rozitchner, argentine, morality, philosophy, buenos","0.0","0.921","0.079","0.9313","0.11666666666666668","0.33939393939393936"
"Arturo Longo Borges","Male","21st","Philosopher","Argentina","","0.0","0.0","0.0","0.0","0.0","0.0"
"Luiz Felipe Pondé","Male","21st","Philosopher","Brasil","pondé, philosophy, sp, puc, paulo","0.0","0.888","0.112","0.9737","0.1372960372960373","0.3443910256410257"
"Renato Janine Ribeiro","Male","21st","Philosopher","Brasil","janine, ribeiro, ethics, paulo, são","0.0","0.915","0.085","0.9612","0.08767361111111112","0.22135416666666666"
"Vladimir Safatle","Male","21st","Philosopher","Brasil","safatle, lacan, paulo, brazilian, philosophy","0.04","0.894","0.066","0.7233","0.08181818181818183","0.3909090909090909"
"Marcelo Dascal","Male","21st","Philosopher","Brasil","linguistics, dascal, pragmatics, hebrew, philosophy","0.0","0.937","0.063","0.9186","0.06166666666666666","0.53"
"Marilena Chauí","Male","21st","Philosopher","Brasil","chauí, brazilian, philosophy, critique, paulo","0.038","0.804","0.157","0.9781","0.13346508563899864","0.36722661396574435"
"Joseph Heath","Male","21st","Philosopher","Canada","heath, toronto, economics, intellectual, philosophy","0.014","0.891","0.095","0.9584","0.04475806451612902","0.40416666666666673"
"Will Kymlicka","Male","21st","Philosopher","Canada","kymlicka, rights, political, multiculturalism, minority","0.0","0.916","0.084","0.9538","0.04541666666666667","0.3120833333333333"
"Alain Badiou is not Canadian, replacing with: Brian Massumi","Male","21st","Philosopher","Canada","massumi, affect, guattari, deleuze, brian","0.0","0.961","0.039","0.7506","0.11989633173843699","0.46997607655502394"
"Wang Hui","Male","21st","Philosopher","China","wang, chinese, china, nanjing, neoliberalism","0.018","0.873","0.109","0.9628","0.08887032085561496","0.3327540106951872"
"Li Zehou","Male","21st","Philosopher","China","chinese, li, intellectual, confucianism, philosophy","0.039","0.841","0.121","0.978","0.1345959595959596","0.29393939393939394"
"Zhao Tingyang","Male","21st","Philosopher","China","zhao, chinese, philosophy, tianxia, cass","0.0","0.934","0.066","0.93","0.09202178030303029","0.26186079545454544"
"Chen Lai","Male","21st","Philosopher","China","lai, chinese, chen, philosophy, confucianism","0.0","0.917","0.083","0.9517","0.11268115942028986","0.3974637681159421"
"Gan Yang","Male","21st","Philosopher","China","chinese, china, kong, hong, intellectual","0.044","0.822","0.134","0.9711","0.07171052631578947","0.29407894736842105"
"Kim Sang-bong","Male","21st","Philosopher","South Korea","independence, anarchist, korean, japanese, kim","0.072","0.889","0.039","-0.5647","0.018333333333333333","0.31833333333333336"
"Lee Jong-kwan","Male","21st","Philosopher","South Korea","korean, lee, seoul, migratory, propensity","0.01","0.857","0.133","0.9791","0.11884057971014493","0.3641304347826087"
"Chang Sang Ho","Male","21st","Philosopher","South Korea","independence, chang, korean, korea, liberation","0.038","0.843","0.12","0.9337","0.0782051282051282","0.423076923076923"
"Cho Yong-suk","Male","21st","Philosopher","South Korea","korean, north, suk, yong, cho","0.033","0.825","0.141","0.9796","0.07543859649122805","0.2649122807017544"
"Choi Byung-chool","Male","21st","Philosopher","South Korea","south, economics, financial, korea, choi","0.0","0.943","0.057","0.8442","0.09107142857142857","0.3053571428571429"
"Daniel Dennett","Male","21st","Philosopher","United States","dennett, cognitive, evolutionary, consciousness, philosophy","0.023","0.82","0.157","0.9872","-0.008991228070175435","0.3673245614035088"
"John Searle","Male","21st","Philosopher","United States","searle, reality, acts, speech, language","0.006","0.835","0.159","0.9875","0.14886363636363634","0.39886363636363636"
"Cornel West","Male","21st","Philosopher","United States","west, matters, princeton, public, movement","0.03","0.849","0.121","0.9648","0.0765217391304348","0.2539130434782609"
"Alain Badiou","Male","21st","Philosopher","France","badiou, philosophical, normale, french, supérieure","0.0","0.92","0.08","0.9501","0.046590909090909086","0.29204545454545455"
"Bernard Stiegler","Male","21st","Philosopher","France","stiegler, technics, technology, derrida, jacques","0.062","0.867","0.071","0.4588","0.015686274509803925","0.29705882352941176"
"Michel Onfray","Male","21st","Philosopher","France","onfray, caen, philosophical, public, philosophy","0.032","0.865","0.102","0.9501","0.09454022988505746","0.3686781609195402"
"Bruno Latour","Male","21st","Philosopher","France","latour, science, notions, sociology, philosophy","0.013","0.885","0.102","0.9661","0.055505952380952385","0.3596726190476191"
"François Laruelle","Male","21st","Philosopher","France","laruelle, philosophy, traditional, jean, non","0.02","0.87","0.111","0.9612","0.12711840628507293","0.514983164983165"
"Giorgio Agamben","Male","21st","Philosopher","Italy","agamben, heidegger, rome, university, sacer","0.0","0.933","0.067","0.9403","0.05428787878787879","0.2885151515151515"
"Massimo Cacciari","Male","21st","Philosopher","Italy","cacciari, venice, mayor, philosophy, italian","0.0","0.884","0.116","0.9769","0.058333333333333334","0.28769841269841273"
"Maurizio Ferraris","Male","21st","Philosopher","Italy","","0.0","0.0","0.0","0.0","0.0","0.0"
"Roberto Esposito","Male","21st","Philosopher","Italy","esposito, naples, italian, biopolitics, communitas","0.0","0.956","0.044","0.8555","0.09713541666666667","0.21692708333333335"
"Gianni Vattimo","Male","21st","Philosopher","Italy","vattimo, turin, philosophy, modernity, philosophical","0.011","0.899","0.089","0.9493","0.073989898989899","0.3174242424242424"
"Ryosuke Ohashi","Male","21st","Philosopher","Japan","ohashi, kyoto, philosophy, osaka, japan","0.0","0.957","0.043","0.8689","0.0001683501683501679","0.20765993265993266"
"Shigeki Noya","Male","21st","Philosopher","Japan","manga, noya, kaiju, series, craft","0.051","0.783","0.166","0.9812","0.2175925925925926","0.40648148148148144"
"Hidetaka Ishida","Male","21st","Philosopher","Japan","manga, ishida, saiyuki, fantasy, adapted","0.019","0.799","0.183","0.9885","0.1869047619047619","0.4452380952380952"
"Hiroshi Harada","Male","21st","Philosopher","Japan","bonsai, harada, horticulture, cultivation, enthusiasts","0.0","0.848","0.152","0.987","0.16","0.4025"
"Hiroshi Ichikawa","Male","21st","Philosopher","Japan","ichikawa, japanese, tokyo, japan, diplomacy","0.017","0.927","0.057","0.8074","0.0903225806451613","0.2575268817204301"
"Carlos Pereda","Male","21st","Philosopher","Mexico","pereda, philosophy, philosophical, latin, mexico","0.0","0.904","0.096","0.9686","0.11133333333333333","0.2993333333333334"
"Mauricio Beuchot","Male","21st","Philosopher","Mexico","beuchot, mexico, philosophy, iberoamericana, pontifical","0.0","0.881","0.119","0.9775","0.07083333333333333","0.2949074074074074"
"Enrique Dussel","Male","21st","Philosopher","Mexico","dussel, philosophy, liberation, latin, ethics","0.032","0.844","0.124","0.9696","0.09107142857142857","0.3523809523809524"
"José Luis Villacañas","Male","21st","Philosopher","Mexico","villacañas, la, universidad, quiebra, teórica","0.017","0.879","0.105","0.9686","0.07800000000000001","0.24733333333333335"
"Hans Achterhuis","Male","21st","Philosopher","Netherlands","achterhuis, utopia, twente, happiness, ideas","0.009","0.887","0.104","0.9694","0.1256720430107527","0.3536290322580645"
"Herman Philipse","Male","21st","Philosopher","Netherlands","philipse, philosophy, religious, husserl, utrecht","0.04","0.908","0.052","0.4201","0.1380952380952381","0.43968253968253973"
"Paul Cliteur","Male","21st","Philosopher","Netherlands","cliteur, jurisprudence, intellectual, amsterdam, religion","0.008","0.799","0.193","0.9935","0.12172619047619047","0.40803571428571433"
"René ten Bos","Male","21st","Philosopher","Netherlands","bos, philosophy, groningen, dutch, theory","0.0","0.959","0.041","0.802","0.017265087853323147","0.34186401833460656"
"Ad Verbrugge","Male","21st","Philosopher","Netherlands","classical, verbrugge, universiteit, vrije, amsterdam","0.033","0.884","0.084","0.872","0.09851190476190474","0.30267857142857135"
"Lars Fr. H. Svendsen","Male","21st","Philosopher","Norway","svendsen, philosophy, loneliness, evil, bergen","0.087","0.862","0.051","-0.8593","0.04921875","0.3651041666666667"
"Arne Johan Vetlesen","Male","21st","Philosopher","Norway","vetlesen, empathy, philosophy, psychology, evil","0.078","0.864","0.058","-0.7964","0.00029761904761904656","0.3562499999999999"
"Name 1: Jon Elster","Male","21st","Philosopher","Norway","elster, rational, choice, marxism, social","0.0","0.859","0.141","0.9873","0.10384615384615385","0.37371794871794867"
"Leszek Kolakowski","Male","21st","Philosopher","Poland","kołakowski, lecture, marxist, polish, oxford","0.084","0.753","0.163","0.9676","0.05708333333333333","0.3729166666666667"
"Andrzej Leder","Male","21st","Philosopher","Poland","leder, polish, historical, philosophy, psychoanalysis","0.028","0.903","0.069","0.8442","0.09537037037037038","0.2685185185185185"
"Jan Hartman","Male","21st","Philosopher","Poland","","0.0","0.0","0.0","0.0","0.0","0.0"
"Jan Woleński","Male","21st","Philosopher","Poland","woleński, poland, lvov, logical, polish","0.017","0.903","0.08","0.8074","0.13499999999999998","0.32833333333333337"
"Marek Siemek","Male","21st","Philosopher","Poland","siemek, polish, intellectual, philosophy, idea","0.005","0.846","0.149","0.9864","0.09119791666666667","0.2978645833333333"
"José Gil","Male","21st","Philosopher","Portugal","gil, deleuze, lisbon, philosophy, josé","0.0","0.933","0.067","0.9451","0.10779220779220779","0.37335497835497833"
"António Marques","Male","21st","Philosopher","Portugal","marques, antónio, get_biography, author, ferrand","0.0","1.0","0.0","0.0","0.0","0.0"
"Desidério Murcho","Male","21st","Philosopher","Portugal","murcho, philosophy, universidade, lisboa, portuguese","0.01","0.918","0.072","0.9225","0.09125","0.32801282051282055"
"Amândio Morim","Male","21st","Philosopher","Portugal","amândio, provide, morim, information, looking","0.0","0.905","0.095","0.8807","0.22999999999999998","0.5341666666666666"
"Simon Blackburn","Male","21st","Philosopher","United Kingdom","blackburn, philosophy, _the, cambridge, clifton","0.0","0.895","0.105","0.9705","0.12077651515151518","0.3008522727272727"
