"Name","Gender","Century","Scope","Country","top5_keywords","sent_neg","sent_neu","sent_pos","sent_compound","polarity","subjectivity"
"Neo Rauch","Male","21st","Artist","Germany","rauch, leipzig, east, art, germany","0.012","0.911","0.077","0.9349","0.14378156565656566","0.4601010101010101"
"Andreas Gursky","Male","21st","Artist","Germany","gursky, düsseldorf, kunstakademie, photographers, like","0.008","0.861","0.131","0.9828","0.1700098814229249","0.40474308300395245"
"Adrián Villar Rojas","Male","21st","Artist","Argentina","villar, rojas, art, museo, exhibition","0.006","0.868","0.126","0.9819","0.18636363636363637","0.3955710955710955"
"Andres Waissman","Male","21st","Artist","Argentina","waissman, argentine, aires, buenos, andres","0.033","0.837","0.131","0.9741","0.17383449883449884","0.3889568764568764"
"Adriana Varejão","Male","21st","Artist","Brasil","varejão, art, janeiro, rio, contemporary","0.0","0.871","0.129","0.9805","0.17790775401069522","0.39351604278074864"
"Anitta","Male","21st","Artist","Brasil","anitta, music, brazilian, released, hit","0.0","0.885","0.115","0.9761","0.11763136288998356","0.4475369458128078"
"Jeff Wall","Male","21st","Artist","Canada","wall, art, photography, photographs, columbia","0.0","0.876","0.124","0.981","0.1515020898641588","0.48766980146290495"
"Ai Weiwei","Male","21st","Artist","China","ai, earthquake, beijing, installation, art","0.074","0.821","0.105","0.836","0.025","0.23876811594202896"
"Cai Guo-Qiang","Male","21st","Artist","China","cai, art, qiang, gunpowder, guo","0.0","0.876","0.124","0.9814","0.2446666666666667","0.4649999999999999"
"Liu Xiaodong","Male","21st","Artist","China","liu, xiaodong, art, china, lives","0.0","0.903","0.097","0.9674","0.10751657196969697","0.3767045454545454"
"Xu Bing","Male","21st","Artist","China","xu, bing, language, art, beijing","0.017","0.878","0.105","0.9638","0.178610321969697","0.38920454545454547"
"Yue Minjun","Male","21st","Artist","China","yue, china, minjun, art, humor","0.016","0.857","0.127","0.981","0.16703703703703704","0.48635802469135797"
"G-Dragon","Male","21st","Artist","South Korea","dragon, music, haru, fashion, bang","0.009","0.84","0.152","0.9866","0.15928787878787878","0.4398484848484848"
"PSY","Male","21st","Artist","South Korea","psy, music, gangnam, catchy, awards","0.0","0.812","0.188","0.9946","0.20625000000000002","0.39166666666666666"
"Taeyang","Male","21st","Artist","South Korea","taeyang, bang, music, big, pop","0.009","0.832","0.159","0.9871","0.1535095856524428","0.43251777983920847"
"Zico","Male","21st","Artist","South Korea","zico, football, coaching, brazil, fifa","0.01","0.79","0.199","0.9944","0.232051282051282","0.519551282051282"
"RM","Male","21st","Artist","South Korea","rm, bts, billboard, music, group","0.0","0.908","0.092","0.9618","0.13525641025641025","0.41346153846153844"
"Jeff Koons","Male","21st","Artist","United States","koons, art, sculpture, porn, metallic","0.005","0.875","0.119","0.9794","0.2383333333333333","0.405"
"JR","Male","21st","Artist","France","jr, art, faces, street, cities","0.008","0.809","0.183","0.9935","0.17661335578002244","0.4651515151515151"
"Jean-Michel Basquiat","Male","21st","Artist","France","basquiat, york, new, addressed, challenged","0.11","0.779","0.111","-0.1293","0.13058741258741258","0.5008554778554778"
"Pierre Huyghe","Male","21st","Artist","France","huyghe, art, pierre, presented, installation","0.032","0.852","0.116","0.9578","0.17578124999999997","0.49531250000000004"
"Xavier Veilhan","Male","21st","Artist","France","veilhan, art, paris, artistic, museum","0.0","0.892","0.108","0.9709","0.16274817136886102","0.5079153605015674"
"Banksy is British","Male","21st","Artist","France","banksy, art, balloon, bristol, hotel","0.039","0.885","0.076","0.8518","0.1142857142857143","0.3090702947845805"
"Francesco Vezzoli","Male","21st","Artist","Italy","vezzoli, art, celebrity, biennale, venice","0.005","0.877","0.119","0.9803","0.16700757575757574","0.4520337995337995"
"Maurizio Cattelan","Male","21st","Artist","Italy","cattelan, art, pieces, guggenheim, pushing","0.04","0.893","0.067","0.6908","0.1744570707070707","0.4646717171717172"
"Michelangelo Pistoletto","Male","21st","Artist","Italy","pistoletto, art, biella, povera, arte","0.0","0.886","0.114","0.9774","0.1770044191919192","0.40864898989898985"
"Pietro Ruffo","Male","21st","Artist","Italy","ruffo, art, rome, pietro, strongly","0.0","0.883","0.117","0.9726","0.13636363636363635","0.3708498023715414"
"Andrea Kvas","Male","21st","Artist","Italy","kvas, ljubljana, slovenian, literary, literature","0.009","0.807","0.184","0.9901","0.13879310344827586","0.39856321839080455"
"Yoshitomo Nara","Male","21st","Artist","Japan","nara, art, museum, yoshitomo, artistic","0.005","0.893","0.103","0.9604","0.1444023569023569","0.47948933782267117"
"Tatsuo Miyajima","Male","21st","Artist","Japan","miyajima, art, time, museum, existence","0.0","0.924","0.076","0.9451","0.2221380471380472","0.46422558922558926"
"Chiaki Takano is not widely recognized, replacing with - Hiroshi Sugimoto","Male","21st","Artist","Japan","sugimoto, art, photography, theaters, museum","0.0","0.921","0.079","0.9531","0.15568181818181817","0.3984848484848485"
"Gabriel Orozco","Male","21st","Artist","Mexico","orozco, art, mexico, city, installation","0.009","0.897","0.094","0.9601","0.1479090909090909","0.4576969696969697"
"Carlos Amorales","Male","21st","Artist","Mexico","amorales, art, mexico, carlos, black","0.008","0.878","0.113","0.9732","0.142263986013986","0.4504953379953379"
"Damián Ortega","Male","21st","Artist","Mexico","ortega, art, damián, mexico, viewers","0.0","0.877","0.123","0.9828","0.16657575757575757","0.49303030303030304"
"Yoshua Okón","Male","21st","Artist","Mexico","okón, arte, yoshua, mexican, museo","0.0","0.891","0.109","0.9726","0.14388888888888884","0.39916666666666667"
"Abraham Cruzvillegas","Male","21st","Artist","Mexico","cruzvillegas, autoconstrucción, mexico, art, installation","0.0","0.904","0.096","0.9705","0.1390588578088578","0.4277389277389277"
"Atelier Van Lieshout","Male","21st","Artist","Netherlands","lieshout, van, joep, atelier, art","0.007","0.906","0.087","0.9517","0.1214317545199898","0.3781385281385281"
"Dave von Raven","Male","21st","Artist","Netherlands","raven, von, literary, storytelling, midwestern","0.015","0.815","0.17","0.99","0.10201149425287356","0.2968390804597701"
"De Jeugd van Tegenwoordig","Male","21st","Artist","Netherlands","jeugd, tegenwoordig, dutch, group, hop","0.008","0.828","0.164","0.9917","0.08616966366966368","0.4953571428571428"
"Sondre Lerche","Male","21st","Artist","Norway","lerche, music, indie, musical, musician","0.009","0.877","0.115","0.9781","0.15793116348671904","0.45329218106995883"
"A-ha","Male","21st","Artist","Norway","ha, harket, synth, reunited, band","0.026","0.853","0.12","0.9747","0.23553354978354976","0.4949769119769119"
"Admiral P","Male","21st","Artist","Norway","admiral, norwegian, engel, hop, hip","0.022","0.771","0.207","0.9943","0.1754036504036504","0.42425997425997425"
"Andreas Lie","Male","21st","Artist","Norway","lie, photography, art, digital, andreas","0.0","0.809","0.191","0.9939","0.1900900900900901","0.4141891891891892"
"Bernard Sumner","Male","21st","Artist","Norway","sumner, music, electronic, order, formed","0.041","0.844","0.116","0.9648","0.19089968003011482","0.45720873329568984"
"Mirosław Bałka","Male","21st","Artist","Poland","bałka, art, viewers, warsaw, mirosław","0.027","0.845","0.128","0.9657","0.16184691745036572","0.45462382445141075"
"Paweł Althamer","Male","21st","Artist","Poland","althamer, art, paweł, warsaw, collective","0.008","0.81","0.182","0.9923","0.15134680134680134","0.49121773288439957"
"Wilhelm Sasnal","Male","21st","Artist","Poland","sasnal, art, visual, exhibitions, museum","0.004","0.857","0.139","0.9856","0.13247755331088665","0.4373737373737373"
"Artur Żmijewski","Male","21st","Artist","Poland","żmijewski, art, curator, documentary, warsaw","0.026","0.897","0.077","0.8248","0.14534632034632036","0.45849567099567096"
"Rafał Bujnowski","Male","21st","Artist","Poland","bujnowski, art, warsaw, zachęta, rafał","0.016","0.839","0.145","0.9874","0.14327364554637284","0.43776400367309454"
"Julião Sarmento","Male","21st","Artist","Portugal","sarmento, art, lisbon, visual, julião","0.005","0.881","0.114","0.9776","0.16634012539184953","0.43693834900731454"
"Pedro Cabrita Reis","Male","21st","Artist","Portugal","reis, art, lisbon, cabrita, superior","0.0","0.863","0.137","0.9851","0.19664502164502168","0.5187770562770563"
"Rui Chafes","Male","21st","Artist","Portugal","chafes, rui, art, lisbon, portugal","0.0","0.865","0.135","0.9821","0.20384012539184956","0.5024555903866248"
"João Louro","Male","21st","Artist","Portugal","louro, art, present, lisbon, museum","0.0","0.865","0.135","0.9839","0.1626731601731602","0.44716450216450215"
"João Pedro Vale","Male","21st","Artist","Portugal","vale, art, pedro, joão, installations","0.0","0.847","0.153","0.9876","0.18100000000000002","0.42633333333333334"
"Ed Sheeran","Male","21st","Artist","United Kingdom","sheeran, music, ed, album, hit","0.025","0.839","0.136","0.9817","0.04064625850340136","0.297108843537415"
"Sam Smith","Male","21st","Artist","United Kingdom","smith, sam, single, music, thrill","0.021","0.777","0.202","0.9925","0.17331977786523242","0.41638899820717995"
"Adele","Male","21st","Artist","United Kingdom","adele, album, released, grammy, like","0.025","0.78","0.195","0.993","0.13325804630152455","0.38591191417278375"
"Oleg Kulik","Male","21st","Artist","Russia","kulik, art, oleg, provocative, moscow","0.022","0.891","0.087","0.939","0.1357504814026553","0.4300471267862572"
"Pavel Pepperstein","Male","21st","Artist","Russia","pepperstein, art, pavel, red, musician","0.0","0.877","0.123","0.9805","0.15","0.3276785714285714"
"Dmitry Gutov","Male","21st","Artist","Russia","gutov, art, russian, dmitry, moscow","0.0","0.91","0.09","0.9633","0.11755050505050506","0.4017676767676767"
"AES+F","Male","21st","Artist","Russia","aes, art, multimedia, video, exhibition","0.015","0.868","0.117","0.9741","0.15980952380952382","0.3599523809523809"
"Alexander Brodsky","Male","21st","Artist","Russia","brodsky, russia, leningrad, soviet, literary","0.032","0.853","0.115","0.9648","0.14741436100131752","0.4219367588932806"
"Tarkan","Male","21st","Artist","Turkey","tarkan, music, turkish, pop, sensiz","0.0","0.853","0.147","0.9883","0.1575667388167388","0.3441874098124098"
"Murat Boz","Male","21st","Artist","Turkey","boz, murat, turkey, music, turkish","0.015","0.797","0.189","0.9913","0.21825396825396823","0.4976190476190477"
"İbrahim Tatlıses","Male","21st","Artist","Turkey","tatlıses, mavi, turkish, music, olayım","0.047","0.844","0.108","0.9369","0.07105263157894738","0.4464912280701755"
"Ahmet Kaya","Male","21st","Artist","Turkey","kurdish, kaya, turkish, music, backlash","0.086","0.801","0.112","0.8393","0.18731884057971016","0.43333333333333335"
"Aleyna Tilki is not male, replacing with: Ezhel","Male","21st","Artist","Turkey","ezhel, music, müptezhel, turkish, turkey","0.009","0.842","0.148","0.9885","0.11022534013605442","0.4742346938775511"
"Miquel Barceló","Male","21st","Artist","Spain","barceló, spain, ceramics, artistic, art","0.0","0.894","0.106","0.9652","0.18179012345679016","0.5314814814814814"
"Jaume Plensa","Male","21st","Artist","Spain","plensa, art, barcelona, installations, visual","0.0","0.843","0.157","0.9895","0.145","0.35066666666666657"
"Juan Muñoz","Male","21st","Artist","Spain","muñoz, art, sculptures, space, madrid","0.051","0.854","0.096","0.8176","0.11726190476190478","0.3952380952380953"
"Pablo Palazuelo is not 21st century","Male","21st","Artist","Spain","palazuelo, art, surrealist, abstract, color","0.011","0.812","0.178","0.9931","0.13731060606060608","0.47272727272727266"
"Santiago Sierra","Male","21st","Artist","Spain","sierra, art, exploitation, madrid, santiago","0.038","0.879","0.084","0.872","0.08936237373737373","0.46164772727272724"
"Christoph Menke","Male","21st","Philosopher","Germany","menke, law, aesthetics, emphasizes, philosophy","0.017","0.849","0.134","0.9833","0.07864219114219115","0.425495337995338"
"Rüdiger Safranski","Male","21st","Philosopher","Germany","safranski, german, philosophy, friedrich, romanticism","0.015","0.814","0.17","0.9908","0.044623655913978495","0.28225806451612906"
"José Pablo Feinmann","Male","21st","Philosopher","Argentina","feinmann, argentine, buenos, aires, propietarios","0.063","0.784","0.154","0.971","0.07407407407407407","0.39598765432098765"
"Alejandro Maldonado","Male","21st","Philosopher","Argentina","guatemala, maldonado, guatemalan, corruption, legal","0.03","0.864","0.106","0.9476","0.05512820512820513","0.2839743589743589"
"Alejandro Rozitchner","Male","21st","Philosopher","Argentina","rozitchner, philosophical, philosophy, buenos, aires","0.009","0.829","0.162","0.9887","0.08204022988505746","0.33864942528735625"
"Arturo Longo Borges","Male","21st","Philosopher","Argentina","borges, philosophy, buenos, aires, labyrinthine","0.0","0.886","0.114","0.9799","0.18194444444444446","0.4819444444444444"
"Luiz Felipe Pondé","Male","21st","Philosopher","Brasil","pondé, brazilian, philosophy, paulo, são","0.008","0.858","0.134","0.984","0.11158854166666665","0.3572916666666667"
"Renato Janine Ribeiro","Male","21st","Philosopher","Brasil","ribeiro, brazilian, usp, brazil, education","0.009","0.885","0.106","0.9618","0.12270114942528734","0.36724137931034484"
"Vladimir Safatle","Male","21st","Philosopher","Brasil","safatle, philosophy, brazil, paulo, são","0.009","0.857","0.134","0.9779","0.09918630751964086","0.3047979797979798"
"Marcelo Dascal","Male","21st","Philosopher","Brasil","dascal, paulo, são, philosophy, language","0.009","0.917","0.075","0.946","0.04710144927536233","0.3681159420289855"
"Marilena Chauí","Male","21st","Philosopher","Brasil","chauí, usp, brazilian, brazil, society","0.021","0.883","0.096","0.9493","0.08621794871794873","0.32916666666666666"
"Joseph Heath","Male","21st","Philosopher","Canada","heath, toronto, philosophy, economics, ethics","0.006","0.889","0.104","0.9694","0.06426218708827407","0.23751646903820817"
"Will Kymlicka","Male","21st","Philosopher","Canada","kymlicka, multiculturalism, queen, democracies, liberalism","0.012","0.872","0.116","0.9719","0.055999999999999994","0.26666666666666666"
"Alain Badiou is not Canadian, replacing with: Brian Massumi","Male","21st","Philosopher","Canada","massumi, affect, thought, relevance, philosophy","0.018","0.9","0.082","0.9349","0.13506944444444446","0.39548611111111104"
"Wang Hui","Male","21st","Philosopher","China","wang, china, chinese, hui, tsinghua","0.033","0.884","0.083","0.9169","0.07007575757575757","0.19886363636363635"
"Li Zehou","Male","21st","Philosopher","China","li, zehou, chinese, philosophy, china","0.017","0.887","0.096","0.9584","0.08796296296296297","0.31820987654320987"
"Zhao Tingyang","Male","21st","Philosopher","China","zhao, chinese, philosophy, tianxia, tingyang","0.01","0.885","0.105","0.9661","0.0996590909090909","0.2515719696969697"
"Chen Lai","Male","21st","Philosopher","China","chen, confucian, confucianism, lai, philosophy","0.0","0.837","0.163","0.9901","0.123989898989899","0.33282828282828286"
"Gan Yang","Male","21st","Philosopher","China","gan, confucian, yang, chinese, globalization","0.021","0.84","0.139","0.9821","0.07164830119375573","0.34876033057851236"
"Kim Sang-bong","Male","21st","Philosopher","South Korea","kim, korean, bong, korea, south","0.0","0.854","0.146","0.9904","0.124215367965368","0.3671266233766232"
"Lee Jong-kwan","Male","21st","Philosopher","South Korea","lee, south, korea, literature, literary","0.019","0.854","0.126","0.975","0.09519230769230771","0.3147435897435896"
"Chang Sang Ho","Male","21st","Philosopher","South Korea","chang, korea, ho, korean, south","0.022","0.86","0.118","0.9739","0.1226957070707071","0.32761994949494944"
"Cho Yong-suk","Male","21st","Philosopher","South Korea","cho, suk, korea, yong, literature","0.006","0.879","0.115","0.9698","0.14696969696969697","0.38358585858585853"
"Choi Byung-chool","Male","21st","Philosopher","South Korea","choi, chool, byung, technology, philosophy","0.021","0.859","0.12","0.9735","0.05201149425287356","0.30862068965517236"
"Daniel Dennett","Male","21st","Philosopher","United States","dennett, cognitive, tufts, consciousness, philosophy","0.02","0.878","0.102","0.9601","0.05657894736842106","0.4355263157894736"
"John Searle","Male","21st","Philosopher","United States","searle, philosophy, language, colorado, acts","0.025","0.902","0.074","0.9011","0.08148148148148147","0.33518518518518514"
"Cornel West","Male","21st","Philosopher","United States","west, cornel, race, lectures, harvard","0.043","0.793","0.164","0.9849","0.10945454545454546","0.26284848484848483"
"Alain Badiou","Male","21st","Philosopher","France","badiou, normale, supérieure, philosophical, école","0.007","0.879","0.114","0.9779","0.08107638888888889","0.39340277777777777"
"Bernard Stiegler","Male","21st","Philosopher","France","stiegler, technology, digital, philosophy, pharmakon","0.038","0.872","0.09","0.9093","0.06783459595959597","0.40539772727272716"
"Michel Onfray","Male","21st","Philosopher","France","onfray, caen, atheism, critique, philosophical","0.031","0.831","0.138","0.9735","0.13277777777777777","0.33138888888888884"
"Bruno Latour","Male","21st","Philosopher","France","latour, science, technology, knowledge, gaia","0.014","0.921","0.065","0.8807","0.04833333333333334","0.32416666666666666"
"François Laruelle","Male","21st","Philosopher","France","laruelle, philosophy, non, philosophical, standard","0.007","0.865","0.129","0.9829","0.11843434343434342","0.41848484848484857"
"Giorgio Agamben","Male","21st","Philosopher","Italy","agamben, biopolitics, state, power, exception","0.018","0.874","0.108","0.9726","0.09888888888888889","0.3411111111111111"
"Massimo Cacciari","Male","21st","Philosopher","Italy","cacciari, philosophy, venice, thought, follia","0.024","0.871","0.105","0.9517","0.13541666666666669","0.33112745098039215"
"Maurizio Ferraris","Male","21st","Philosopher","Italy","ferraris, turin, philosophy, documentality, elaborated","0.005","0.86","0.135","0.9839","0.1517106549364614","0.35928641251221893"
"Roberto Esposito","Male","21st","Philosopher","Italy","esposito, biopolitics, naples, community, philosophy","0.016","0.9","0.085","0.9287","0.07067307692307694","0.3573717948717948"
"Gianni Vattimo","Male","21st","Philosopher","Italy","vattimo, philosophy, hermeneutics, turin, modernity","0.026","0.839","0.134","0.9806","0.0984848484848485","0.36212121212121207"
"Ryosuke Ohashi","Male","21st","Philosopher","Japan","ohashi, ryosuke, japan, literary, literature","0.009","0.842","0.149","0.9872","0.12029384756657484","0.30493572084481163"
"Shigeki Noya","Male","21st","Philosopher","Japan","noya, japan, literature, shigeki, tokyo","0.0","0.874","0.126","0.9825","0.08295454545454545","0.3915151515151515"
"Hidetaka Ishida","Male","21st","Philosopher","Japan","ishida, hidetaka, arts, visual, winds","0.016","0.851","0.133","0.9812","0.12639860139860143","0.3697261072261072"
"Hiroshi Harada","Male","21st","Philosopher","Japan","harada, literary, japanese, japan, authors","0.019","0.849","0.132","0.9808","0.10166666666666667","0.3116666666666666"
"Hiroshi Ichikawa","Male","21st","Philosopher","Japan","ichikawa, hiroshi, japanese, japan, literature","0.024","0.799","0.177","0.9892","0.05492424242424243","0.24408508158508152"
"Carlos Pereda","Male","21st","Philosopher","Mexico","pereda, literature, spanish, carlos, madrid","0.019","0.85","0.131","0.9801","0.10833333333333334","0.2803333333333333"
"Mauricio Beuchot","Male","21st","Philosopher","Mexico","beuchot, hermeneutics, philosophy, philosophical, language","0.0","0.881","0.119","0.9801","0.0627665544332211","0.2912177328843995"
"Enrique Dussel","Male","21st","Philosopher","Mexico","dussel, philosophy, liberation, ethics, mexico","0.031","0.82","0.149","0.9854","0.06401515151515152","0.39280303030303015"
"José Luis Villacañas","Male","21st","Philosopher","Mexico","villacañas, philosophy, philosophical, madrid, historical","0.01","0.855","0.135","0.984","0.08955342902711325","0.23454944178628387"
"Hans Achterhuis","Male","21st","Philosopher","Netherlands","achterhuis, technology, technological, ethics, philosophy","0.0","0.826","0.174","0.9919","0.10694444444444444","0.35763888888888884"
"Herman Philipse","Male","21st","Philosopher","Netherlands","philipse, philosophy, religion, atheism, rational","0.026","0.858","0.117","0.9666","0.1829710144927536","0.42746376811594206"
"Paul Cliteur","Male","21st","Philosopher","Netherlands","cliteur, enlightenment, secular, philosophy, speech","0.014","0.8","0.186","0.9922","0.10033333333333332","0.31500000000000006"
"René ten Bos","Male","21st","Philosopher","Netherlands","bos, management, organizational, philosophy, practices","0.0","0.893","0.107","0.9749","0.13106758832565288","0.3187788018433179"
"Ad Verbrugge","Male","21st","Philosopher","Netherlands","verbrugge, ad, philosophy, academic, philosophical","0.009","0.888","0.103","0.9657","0.09523809523809523","0.256547619047619"
"Lars Fr. H. Svendsen","Male","21st","Philosopher","Norway","svendsen, boredom, aesthetics, fear, philosophy","0.053","0.858","0.089","0.8074","0.08746556473829199","0.2683195592286501"
"Arne Johan Vetlesen","Male","21st","Philosopher","Norway","vetlesen, philosophy, oslo, environmental, ecological","0.034","0.807","0.159","0.9858","0.21540404040404046","0.4043560606060606"
"Name 1: Jon Elster","Male","21st","Philosopher","Norway","elster, social, behavior, collective, oslo","0.008","0.828","0.165","0.9912","0.0854166666666667","0.2937499999999999"
"Leszek Kolakowski","Male","21st","Philosopher","Poland","marxism, kołakowski, poland, religion, party","0.064","0.774","0.162","0.9839","0.07465277777777778","0.34375"
"Andrzej Leder","Male","21st","Philosopher","Poland","leder, polish, poland, warsaw, history","0.066","0.87","0.064","0.3744","0.06982758620689657","0.3281609195402299"
"Jan Hartman","Male","21st","Philosopher","Poland","hartman, philosophical, philosophy, jan, poland","0.014","0.876","0.109","0.9694","0.07450980392156863","0.21764705882352936"
"Jan Woleński","Male","21st","Philosopher","Poland","woleński, logic, philosophy, poland, foundations","0.0","0.894","0.106","0.9769","0.1518181818181818","0.411060606060606"
"Marek Siemek","Male","21st","Philosopher","Poland","siemek, philosophical, marek, philosophy, poland","0.037","0.847","0.116","0.9674","0.08277777777777778","0.3408333333333333"
"José Gil","Male","21st","Philosopher","Portugal","gil, philosophical, josé, philosophy, lisbon","0.009","0.866","0.125","0.9806","0.12204545454545454","0.364040404040404"
"António Marques","Male","21st","Philosopher","Portugal","marques, literature, lisbon, dozen, silêncios","0.008","0.868","0.123","0.9808","0.11279761904761906","0.3110119047619047"
"Desidério Murcho","Male","21st","Philosopher","Portugal","murcho, philosophy, naturalistic, philosophical, lisbon","0.02","0.869","0.111","0.9652","0.12024242424242423","0.37536363636363623"
"Amândio Morim","Male","21st","Philosopher","Portugal","morim, literature, literary, lisbon, amândio","0.006","0.881","0.112","0.9501","0.10171065493646139","0.4434261974584555"
"Simon Blackburn","Male","21st","Philosopher","United Kingdom","blackburn, philosophy, philosophical, philosophers, cambridge","0.0","0.843","0.157","0.9885","0.1032738095238095","0.3696428571428571"
"A. C. Grayling","Male","21st","Philosopher","United Kingdom","grayling, philosophy, secularism, ethics, birkbeck","0.017","0.858","0.126","0.9761","0.10325126262626265","0.3099116161616161"
"John Gray","Male","21st","Philosopher","United Kingdom","gray, animals, progress, oxford, modernity","0.058","0.846","0.097","0.8402","0.06346656217345872","0.3372257053291536"
"John McDowell","Male","21st","Philosopher","United Kingdom","mcdowell, pittsburgh, philosophy, language, mind","0.01","0.915","0.075","0.9382","0.11610962566844918","0.4507575757575757"
"Roger Scruton","Male","21st","Philosopher","United Kingdom","scruton, aesthetics, critic, spectator, buckingham","0.033","0.773","0.194","0.992","0.09194444444444444","0.4217307692307692"
"Alexander Dugin","Male","21st","Philosopher","Russia","dugin, russian, geopolitics, eurasian, associated","0.089","0.822","0.089","-0.2249","0.09294871794871794","0.3538461538461538"
"Valery Podoroga","Male","21st","Philosopher","Russia","podoroga, russian, reader, philosophy, inquiry","0.017","0.9","0.083","0.9427","0.09995791245791245","0.31930415263748596"
"Boris Groys","Male","21st","Philosopher","Russia","groys, art, soviet, writings, culture","0.032","0.893","0.076","0.8779","0.10497364953886694","0.3612648221343873"
"Mikhail Epstein","Male","21st","Philosopher","Russia","epstein, novosibirsk, cultural, language, culture","0.0","0.862","0.138","0.9867","0.14765625","0.31822916666666656"
"Alexander Filippov","Male","21st","Philosopher","Russia","filippov, literary, russian, moscow, russia","0.02","0.835","0.145","0.9848","0.16044536271808993","0.39306703397612486"
"Ahmet Arslan","Male","21st","Philosopher","Turkey","arslan, turkish, literature, literary, gün","0.01","0.855","0.134","0.9799","0.09464285714285715","0.36190476190476184"
"Ahmet İnam","Male","21st","Philosopher","Turkey","nam, philosophy, philosophical, turkey, turkish","0.009","0.888","0.103","0.9686","0.07916666666666668","0.29191176470588237"
"Hilmi Yavuz","Male","21st","Philosopher","Turkey","yavuz, turkish, hilmi, poetry, literary","0.008","0.884","0.108","0.9729","0.11738095238095238","0.3576190476190476"
"Ömer Türker","Male","21st","Philosopher","Turkey","türker, turkish, literary, literature, juror","0.008","0.792","0.2","0.9939","0.09224598930481283","0.34841800356506236"
"Fernando Savater","Male","21st","Philosopher","Spain","savater, fernando, premio, madrid, amador","0.033","0.791","0.176","0.9877","0.1205128205128205","0.33653846153846156"
"Manuel Cruz","Male","21st","Philosopher","Spain","cruz, spanish, manuel, philosophy, values","0.009","0.833","0.157","0.9861","0.0774891774891775","0.2674242424242424"
"Adela Cortina","Male","21st","Philosopher","Spain","cortina, ethical, ethics, valencia, philosophy","0.0","0.794","0.206","0.9953","0.11593434343434345","0.3487626262626262"
"Daniel Innerarity","Male","21st","Philosopher","Spain","innerarity, basque, democracy, political, governance","0.009","0.958","0.033","0.5994","0.08787878787878788","0.29962121212121207"
"José Luis Pardo","Male","21st","Philosopher","Spain","pardo, philosophy, spanish, philosophical, la","0.0","0.901","0.099","0.9732","0.11852617079889806","0.30948117539026626"
"Till Lindemann","Male","21st","Musician","Germany","lindemann, rammstein, metal, music, band","0.022","0.876","0.102","0.9372","0.20015948963317384","0.4107655502392344"
"Robin Schulz","Male","21st","Musician","Germany","schulz, dj, music, sugar, dance","0.0","0.771","0.229","0.9961","0.2369427028909788","0.3928770463253222"
"Cro","Male","21st","Musician","Germany","cro, music, german, viral, album","0.0","0.848","0.152","0.9876","0.2403409090909091","0.4950126262626263"
"David Garrett","Male","21st","Musician","Germany","garrett, classical, violinist, music, david","0.02","0.796","0.184","0.9919","0.22868550368550367","0.5241093366093366"
"Diego Torres","Male","21st","Musician","Argentina","torres, latin, diego, music, vida","0.0","0.77","0.23","0.997","0.12271861471861469","0.4636017316017316"
"Lisandro Aristimuña","Male","21st","Musician","Argentina","aristimuño, music, folk, argentine, lisandro","0.009","0.812","0.18","0.9911","0.23353535353535357","0.531540404040404"
"Marcelo D2","Male","21st","Musician","Brasil","d2, marcelo, brazilian, hop, hip","0.004","0.892","0.104","0.9701","0.19448051948051948","0.4926948051948052"
"Leehom Wang","Male","21st","Musician","China","wang, music, leehom, chinked, chinese","0.015","0.879","0.106","0.9633","0.13023618538324416","0.4258689839572192"
"Hua Chen","Male","21st","Musician","China","hua, immigrant, dealing, chinese, cultural","0.008","0.859","0.132","0.981","0.09222222222222223","0.32666666666666655"
"Joker Xue","Male","21st","Musician","China","xue, zhiqian, joker, music, chinese","0.0","0.82","0.18","0.9913","0.17653596403596403","0.4481601731601732"
"Jay Park","Male","21st","Musician","South Korea","park, jay, korea, music, beom","0.006","0.877","0.117","0.9724","0.18524659863945578","0.4948554421768708"
"BTS (RM)","Male","21st","Musician","South Korea","rm, bts, group, dynamite, rap","0.01","0.859","0.131","0.9836","0.23662587412587413","0.42129953379953383"
"Bruno Mars","Male","21st","Musician","United States","mars, 24k, magic, music, singles","0.011","0.819","0.17","0.9928","0.11556818181818182","0.36916666666666664"
"Pharrell Williams","Male","21st","Musician","United States","pharrell, fashion, virginia, duo, williams","0.0","0.842","0.158","0.9889","0.17950310559006208","0.4694616977225672"
"David Guetta","Male","21st","Musician","France","guetta, edm, music, dj, love","0.013","0.785","0.202","0.994","0.21748015873015875","0.5154761904761904"
"Stromae","Male","21st","Musician","France","stromae, music, rwandan, album, fashion","0.011","0.807","0.182","0.993","0.19500992063492062","0.4633730158730158"
"Christophe","Male","21st","Musician","France","christophe, music, french, marionnettes, aline","0.057","0.774","0.168","0.9812","0.147255969836615","0.5503386398547688"
"Jean-Michel Jarre","Male","21st","Musician","France","jarre, music, electronic, electronica, pyrotechnics","0.015","0.834","0.151","0.985","0.2082070707070707","0.45420875420875423"
"-M- (Matthieu Chedid)","Male","21st","Musician","France","chedid, french, music, album, esquisse","0.0","0.88","0.12","0.9801","0.14726406926406926","0.3604199134199134"
"Eros Ramazzotti","Male","21st","Musician","Italy","ramazzotti, eros, music, cocker, certi","0.019","0.825","0.156","0.9869","0.125","0.38095238095238093"
"Marco Mengoni","Male","21st","Musician","Italy","mengoni, italy, music, italian, essenziale","0.0","0.76","0.24","0.9954","0.19991258741258744","0.4251748251748252"
