"Name","Gender","Century","Scope","Country","top5_keywords","sent_neg","sent_neu","sent_pos","sent_compound","polarity","subjectivity"
"José Luis Pardo","Male","21st","Philosopher","Spain","pardo, formas, la, madrid, philosophy","0.039","0.853","0.108","0.9449","0.08146997929606627","0.3677018633540372"
"Till Lindemann","Male","21st","Musician","Germany","lindemann, rammstein, band, east, music","0.034","0.848","0.118","0.936","0.2333333333333333","0.5863333333333334"
"Robin Schulz","Male","21st","Musician","Germany","schulz, robin, remix, featuring, house","0.0","0.873","0.127","0.9798","0.16433080808080808","0.3260101010101011"
"Cro","Male","21st","Musician","Germany","cro, raop, mixtape, music, german","0.0","0.851","0.149","0.9859","0.252047821969697","0.46290246212121217"
"David Garrett","Male","21st","Musician","Germany","garrett, classical, virtuoso, juilliard, music","0.012","0.831","0.157","0.9808","0.13782467532467532","0.3458603896103897"
"Diego Torres","Male","21st","Musician","Argentina","torres, diego, latin, actor, entertainment","0.0","0.777","0.223","0.9931","0.19370882740447956","0.4496376811594202"
"Lisandro Aristimuña","Male","21st","Musician","Argentina","aristimuña, viento, music, argentinian, songwriting","0.0","0.858","0.142","0.9831","0.16145833333333331","0.484375"
"Marcelo D2","Male","21st","Musician","Brasil","d2, samba, brazilian, hop, hip","0.008","0.886","0.106","0.9577","0.15666666666666665","0.4223333333333334"
"Leehom Wang","Male","21st","Musician","China","wang, music, chinese, erhu, mistreatment","0.023","0.869","0.108","0.9442","0.11508136924803593","0.4486251402918069"
"Hua Chen","Male","21st","Musician","China","chenyu, hua, music, chinese, unconventional","0.0","0.77","0.23","0.994","0.2067008797653959","0.47831867057673505"
"Joker Xue","Male","21st","Musician","China","xue, joker, songs, boutiques, zhiqian","0.044","0.729","0.227","0.9902","0.13115763546798032","0.39187192118226605"
"Jay Park","Male","21st","Musician","South Korea","hop, hip, korean, jay, park","0.017","0.896","0.087","0.9438","0.18632460973370063","0.4700803489439853"
"BTS (RM)","Male","21st","Musician","South Korea","rm, bts, music, rapper, hop","0.018","0.833","0.149","0.9845","0.17856691919191917","0.3421717171717171"
"Bruno Mars","Male","21st","Musician","United States","mars, silk, sonic, grenade, hooligans","0.011","0.885","0.104","0.9601","0.11763157894736842","0.366578947368421"
"Pharrell Williams","Male","21st","Musician","United States","pharrell, brands, williams, fashion, music","0.0","0.819","0.181","0.9849","0.3586805555555555","0.6305555555555555"
"David Guetta","Male","21st","Musician","France","guetta, music, electronic, love, album","0.007","0.811","0.182","0.9903","0.28440476190476194","0.5733333333333333"
"Stromae","Male","21st","Musician","France","stromae, music, rwandan, belgian, album","0.009","0.897","0.093","0.9702","0.0615981240981241","0.2905844155844156"
"Christophe","Male","21st","Musician","France","christophe, swimming, backstroke, french, 100m","0.01","0.78","0.21","0.9921","0.10491666666666669","0.3555"
"Jean-Michel Jarre","Male","21st","Musician","France","jarre, attendance, music, electronic, outdoor","0.0","0.892","0.108","0.9719","0.23491436100131755","0.5333333333333333"
"-M- (Matthieu Chedid)","Male","21st","Musician","France","chedid, les, french, solaar, triplettes","0.0","0.826","0.174","0.9863","0.24384057971014492","0.5394927536231884"
"Eros Ramazzotti","Male","21st","Musician","Italy","ramazzotti, eros, musica, music, raffaela","0.008","0.884","0.108","0.962","0.13541666666666666","0.3236111111111111"
"Marco Mengoni","Male","21st","Musician","Italy","mengoni, italy, sanremo, eurovision, winning","0.0","0.818","0.182","0.9901","0.22873563218390808","0.39655172413793105"
"Tiziano Ferro","Male","21st","Musician","Italy","ferro, tiziano, personal, music, release","0.077","0.778","0.145","0.9537","0.1915913796348579","0.4794419348767175"
"Jovanotti","Male","21st","Musician","Italy","jovanotti, lorenzo, dj, music, italian","0.0","0.835","0.165","0.9856","0.1983974358974359","0.3913461538461538"
"Mahmood","Male","21st","Musician","Italy","mahmood, iraqi, baghdad, iraq, conflict","0.133","0.783","0.085","-0.929","0.0636904761904762","0.36428571428571427"
"Kenshi Yonezu","Male","21st","Musician","Japan","yonezu, vocaloid, music, kenshi, japan","0.016","0.78","0.204","0.9915","0.25503323836657166","0.5803656220322887"
"Hyde","Male","21st","Musician","Japan","hyde, comics, ghost, rider, marvel","0.084","0.741","0.175","0.9624","0.17234848484848486","0.4453282828282829"
"Gackt","Male","21st","Musician","Japan","gackt, mizer, malice, kei, band","0.0","0.909","0.091","0.9584","0.19635802469135802","0.3894444444444445"
"Daichi Miura","Male","21st","Musician","Japan","miura, dance, folder, choreographer, music","0.011","0.813","0.176","0.9854","0.27615646258503396","0.5911904761904762"
"Daiki Tsuneta (King Gnu, millennium parade)","Male","21st","Musician","Japan","parade, gnu, millennium, tsuneta, king","0.011","0.864","0.126","0.9747","0.0813888888888889","0.28333333333333327"
"Alejandro Fernandez","Male","21st","Musician","Mexico","fernández, latin, alejandro, music, colt","0.0","0.845","0.155","0.9849","0.21170634920634923","0.4392857142857143"
"Carlos Rivera","Male","21st","Musician","Mexico","rivera, simba, lion, king, carlos","0.01","0.839","0.151","0.9836","0.20265624999999998","0.43375"
"Christian Nodal","Male","21st","Musician","Mexico","nodal, music, mexican, regional, llevar","0.0","0.819","0.181","0.987","0.14980952380952378","0.37657142857142856"
"Natalia Lafourcade","Male","21st","Musician","Mexico","lafourcade, latin, natalia, grammys, music","0.006","0.825","0.169","0.9873","0.1797619047619048","0.38273809523809516"
"Armin van Buuren","Male","21st","Musician","Netherlands","trance, music, buuren, armin, van","0.0","0.856","0.144","0.9856","0.2682017543859649","0.5008771929824561"
"Hardwell","Male","21st","Musician","Netherlands","hardwell, music, ultra, dj, festival","0.009","0.823","0.168","0.9893","0.23856872294372297","0.516693722943723"
"Martin Garrix","Male","21st","Musician","Netherlands","garrix, festival, djs, ultra, dj","0.009","0.824","0.168","0.989","0.23916666666666672","0.4736666666666667"
"Tiesto","Male","21st","Musician","Netherlands","tiësto, trance, dj, 2000s, release","0.017","0.902","0.081","0.9136","0.25753968253968257","0.5115079365079366"
"Kygo","Male","21st","Musician","Norway","kygo, music, tropical, ultra, featuring","0.0","0.843","0.157","0.9864","0.16895943562610233","0.30824514991181656"
"Röyksopp","Male","21st","Musician","Norway","röyksopp, electronic, music, album, svein","0.015","0.823","0.162","0.9819","0.14062049062049065","0.5484126984126985"
"Krzysztof Zalewski","Male","21st","Musician","Poland","zalewski, polish, zelig, musical, męskie","0.025","0.853","0.122","0.9638","0.1361111111111111","0.3225308641975309"
"Mrozu","Male","21st","Musician","Poland","mrozu, music, polish, miliony, rollercoaster","0.009","0.785","0.206","0.9918","0.20913978494623656","0.49032258064516127"
"Adam Darski","Male","21st","Musician","Poland","darski, behemoth, metal, blasphemy, apostasy","0.063","0.874","0.063","-0.2263","0.2974358974358975","0.6403846153846153"
"António Zambujo","Male","21st","Musician","Portugal","zambujo, musical, fado, portuguese, sounds","0.029","0.874","0.098","0.9381","0.1673458725182863","0.3740073145245559"
"David Fonseca","Male","21st","Musician","Portugal","fonseca, visual, silence, albums, alternative","0.025","0.81","0.164","0.9811","0.22090347923681258","0.509736251402918"
"Diogo Piçarra","Male","21st","Musician","Portugal","portuguese, ídolos, piçarra, song, music","0.014","0.846","0.139","0.9721","0.2152892561983471","0.5462121212121211"
"Miguel Araújo","Male","21st","Musician","Portugal","araújo, portuguese, miguel, band, lyrics","0.014","0.815","0.172","0.9882","0.23640151515151514","0.5420833333333333"
"Harry Styles","Male","21st","Musician","United Kingdom","styles, fashion, album, harry, 2022","0.023","0.823","0.154","0.9789","0.1845755693581781","0.4100414078674948"
"Stormzy","Male","21st","Musician","United Kingdom","stormzy, grime, british, album, uk","0.048","0.81","0.141","0.9665","0.15361111111111111","0.42555555555555546"
"Dima Bilan","Male","21st","Musician","Russia","bilan, aizenshpis, dima, russian, eurovision","0.019","0.847","0.134","0.9678","0.12422248803827751","0.28249601275917063"
"Sergei Lazarev","Male","21st","Musician","Russia","lazarev, russia, music, like, lokteva","0.0","0.788","0.212","0.994","0.2375841750841751","0.4800785634118967"
"Grigory Leps","Male","21st","Musician","Russia","leps, grigory, russia, release, scares","0.061","0.728","0.211","0.9883","0.15946196660482373","0.5062925170068027"
"Philipp Kirkorov","Male","21st","Musician","Russia","kirkorov, alla, victoria, russian, eurovision","0.016","0.889","0.095","0.9487","0.17666666666666667","0.48666666666666664"
"Timati","Male","21st","Musician","Russia","timati, star, black, music, russian","0.0","0.851","0.149","0.9815","0.10454545454545454","0.4075757575757576"
"Kenan Doğulu","Male","21st","Musician","Turkey","doğulu, kenan, pop, musical, yurdaer","0.009","0.905","0.086","0.9381","0.17431818181818182","0.37583333333333335"
"Emre Aydin","Male","21st","Musician","Turkey","emre, rock, aydin, band, music","0.018","0.762","0.22","0.993","0.3201754385964913","0.5096491228070175"
"David Bisbal","Male","21st","Musician","Spain","bisbal, spain, latin, music, miley","0.016","0.843","0.142","0.9781","0.1644927536231884","0.4623188405797102"
"Alejandro Sanz","Male","21st","Musician","Spain","sanz, alejandro, latin, flamenco, grammy","0.005","0.802","0.193","0.9924","0.13558823529411765","0.3962745098039215"
"Enrique Iglesias","Male","21st","Musician","Spain","iglesias, enrique, latin, grammys, records","0.009","0.855","0.136","0.9819","0.16847826086956522","0.3804347826086957"
"Pablo Alborán","Male","21st","Musician","Spain","alborán, flamenco, pablo, terral, latin","0.0","0.752","0.248","0.9964","0.26200980392156864","0.3387254901960784"
"Dani Martín","Male","21st","Musician","Spain","dani, martín, loco, canto, solo","0.009","0.821","0.17","0.9912","0.2603128054740958","0.5283724340175954"
"Karlheinz Brandenburg","Male","21st","Inventor","Germany","audio, mp3, brandenburg, coding, digital","0.0","0.905","0.095","0.9612","0.03194444444444444","0.3347222222222222"
"Alexander Schmidt","Male","21st","Inventor","Germany","schmidt, coagulation, blood, dorpat, estonia","0.054","0.916","0.03","-0.743","0.07938311688311687","0.3967532467532467"
"Adrián F. Stacchini","Male","21st","Inventor","Argentina","stacchini, genre, argentinian, fiction, translator","0.029","0.821","0.15","0.9674","0.12444444444444444","0.4622222222222222"
"Alberto Maiztegui","Male","21st","Inventor","Argentina","physics, maiztegui, textbook, america, latin","0.018","0.842","0.139","0.9752","0.17092592592592593","0.5105555555555555"
"Cristian Navntoft","Male","21st","Inventor","Argentina","reading, navntoft, comprehension, learning, danish","0.024","0.783","0.193","0.9852","0.19359848484848483","0.5370833333333335"
"Daniel Nofal","Male","21st","Inventor","Argentina","nofal, lebanese, paulo, são, literary","0.01","0.865","0.125","0.9776","0.13179012345679011","0.35555555555555557"
"Diego Golombek","Male","21st","Inventor","Argentina","science, golombek, scientific, chronobiology, dissemination","0.0","0.825","0.175","0.9908","0.18700980392156863","0.5017156862745098"
"Alexey Ponomarev","Male","21st","Inventor","Brasil","ponomarev, independent, media, tv, rain","0.066","0.785","0.149","0.9656","0.1213768115942029","0.33043478260869563"
"Andreas Novak","Male","21st","Inventor","Brasil","silverbarn, novak, swedish, trilogy, young","0.0","0.832","0.168","0.985","0.18033333333333335","0.4330000000000001"
"André Lima","Male","21st","Inventor","Brasil","lima, children, illustrator, literature, authors","0.012","0.813","0.175","0.9886","0.1637121212121212","0.515429292929293"
"Carlos Fadigas","Male","21st","Inventor","Brasil","fadigas, janeiro, literary, rio, brazilian","0.013","0.845","0.142","0.9678","0.08201754385964914","0.40833333333333327"
"Adam Chmielowski","Male","21st","Inventor","Canada","chmielowski, poor, albert, albertine, uprising","0.109","0.742","0.149","0.8911","0.06265432098765433","0.5555555555555556"
"Ajay Agrawal","Male","21st","Inventor","Canada","ai, agrawal, ajay, cdl, management","0.024","0.876","0.1","0.9485","0.017460317460317457","0.39597505668934235"
"Andrew Gelman","Male","21st","Inventor","Canada","gelman, statistics, bayesian, statistical, data","0.028","0.902","0.07","0.8885","0.0746031746031746","0.3253968253968254"
"Angus McKay","Male","21st","Inventor","Canada","australian, mckay, rural, communities, cattle","0.02","0.847","0.133","0.9763","0.07118844696969698","0.31081912878787876"
"Austin Wang","Male","21st","Inventor","Canada","omit, wang, known, novel, skillset","0.011","0.872","0.117","0.9632","0.14375000000000002","0.4474358974358974"
"Jack Ma","Male","21st","Inventor","China","alibaba, ma, marketplace, online, hangzhou","0.051","0.833","0.115","0.9438","0.017929292929292927","0.3207070707070707"
"Lei Jun","Male","21st","Inventor","China","xiaomi, lei, jun, kingsoft, electronics","0.0","0.799","0.201","0.991","0.21470143613000753","0.520559334845049"
"Wang Chuanfu","Male","21st","Inventor","China","byd, wang, electric, chuanfu, batteries","0.051","0.827","0.122","0.9313","0.05402777777777777","0.355462962962963"
"Bao Chugui","Male","21st","Inventor","China","chugui, bao, chinese, literary, shandong","0.06","0.815","0.125","0.936","0.08170731707317075","0.32743902439024386"
"Chen Jin","Male","21st","Inventor","China","sci, chinese, fi, fiction, scientific","0.023","0.838","0.139","0.9774","0.047643097643097654","0.431341189674523"
"Hwang Chang-gyu","Male","21st","Inventor","South Korea","samsung, hwang, semiconductor, kt, telecommunications","0.0","0.886","0.114","0.967","0.26477272727272727","0.43787878787878787"
"Kim Ki-nam","Male","21st","Inventor","South Korea","kim, jong, propaganda, wpk, ki","0.072","0.826","0.102","0.6705","0.17857142857142855","0.5214285714285714"
"Kim Sang-jin","Male","21st","Inventor","South Korea","gyo, eun, kim, korean, undertones","0.011","0.852","0.137","0.9766","0.13869248035914702","0.38010662177328847"
"Lee Jae-woong","Male","21st","Inventor","South Korea","daum, kakao, lee, merger, internet","0.0","0.861","0.139","0.9777","0.26462418300653595","0.4792483660130719"
"Bang Si-hyuk","Male","21st","Inventor","South Korea","bang, hybe, bts, entertainment, music","0.015","0.779","0.206","0.9943","0.1748444444444445","0.3898222222222222"
"Elon Musk","Male","21st","Inventor","United States","musk, company, tesla, energy, acquired","0.019","0.915","0.067","0.8225","-0.049166666666666664","0.4000000000000001"
"Larry Page","Male","21st","Inventor","United States","google, page, ceo, computer, backrub","0.0","0.871","0.129","0.9774","0.07944444444444443","0.48388888888888887"
"Jeff Bezos","Male","21st","Inventor","United States","amazon, bezos, online, space, term","0.033","0.823","0.144","0.9633","0.06694444444444445","0.36138888888888887"
"Mark Zuckerberg","Male","21st","Inventor","United States","facebook, zuckerberg, chan, harvard, site","0.012","0.889","0.099","0.9273","0.07500000000000001","0.27944444444444444"
"Sergey Brin","Male","21st","Inventor","United States","google, brin, engine, computer, areas","0.0","0.819","0.181","0.9875","0.11390467171717171","0.43448547979797975"
"Stéphane Pila","Male","21st","Inventor","France","pila, le, inutile, est, bonheur","0.079","0.831","0.091","0.1901","0.0023437499999999943","0.3479166666666666"
"Alain Bravo","Male","21st","Inventor","France","bravo, physics, technology, scientific, advancements","0.01","0.836","0.155","0.9862","0.18888888888888888","0.49062500000000003"
"Bruno Grandjean","Male","21st","Inventor","France","grandjean, historical, thriller, meticulously, mystère","0.011","0.862","0.127","0.9694","0.07575757575757576","0.3007575757575758"
"Bruno Maisonnier","Male","21st","Inventor","France","robotics, aldebaran, maisonnier, robot, humanoid","0.0","0.864","0.136","0.9731","0.13983333333333334","0.4663333333333333"
"Giorgio Metta","Male","21st","Inventor","Italy","robotics, genoa, metta, embodied, icub","0.009","0.861","0.13","0.9806","0.08888888888888886","0.3888888888888889"
"Alberto Broggi","Male","21st","Inventor","Italy","broggi, parma, driving, autonomous, vislab","0.0","0.869","0.131","0.9686","0.16885964912280702","0.46447368421052626"
"Hiroshi Ishiguro","Male","21st","Inventor","Japan","ishiguro, android, robot, geminoid, teleoperated","0.0","0.815","0.185","0.99","0.1166666666666667","0.346875"
"Shuji Nakamura","Male","21st","Inventor","Japan","nichia, nakamura, leds, lighting, blue","0.044","0.806","0.15","0.9741","0.09078947368421053","0.36973684210526314"
"Akinori Ito","Male","21st","Inventor","Japan","ito, fiction, science, cordwainer, akinori","0.008","0.788","0.204","0.9922","0.16159420289855073","0.39855072463768115"
"Alberto López Vargas","Male","21st","Inventor","Mexico","mexican, vargas, fiction, mexicans, descriptions","0.017","0.867","0.116","0.9468","0.10133333333333333","0.278"
"Arturo Elías Ayub","Male","21st","Inventor","Mexico","business, ayub, telmex, grupo, carso","0.0","0.809","0.191","0.9893","0.22394781144781145","0.4343013468013468"
"Arturo Torres Bugdud","Male","21st","Inventor","Mexico","bugdud, mexican, torres, arturo, literary","0.008","0.838","0.155","0.976","0.12045454545454547","0.3331818181818182"
"Carlos Gershenson","Male","21st","Inventor","Mexico","systems, gershenson, intelligence, complex, artificial","0.0","0.871","0.129","0.9735","-0.0375","0.4564393939393939"
"Carlos Morales","Male","21st","Inventor","Mexico","morales, immigrant, indocumentados, undocumented, brings","0.01","0.887","0.102","0.9571","0.13277972027972026","0.4966375291375291"
"Boyan Slat","Male","21st","Inventor","Netherlands","plastic, cleanup, ocean, slat, oceans","0.02","0.795","0.185","0.9908","0.27090909090909093","0.5404545454545454"
"Albert van den Heuvel","Male","21st","Inventor","Netherlands","broadcasting, heuvel, den, interfaith, pastor","0.009","0.86","0.131","0.9796","0.14551282051282052","0.43461538461538457"
"Bram Nauta","Male","21st","Inventor","Netherlands","nauta, circuit, analog, design, icd","0.0","0.866","0.134","0.9774","0.15791666666666665","0.474375"
"Bram van der Eijk","Male","21st","Inventor","Netherlands","eijk, historical, der, van, roman","0.01","0.808","0.181","0.9882","0.11406250000000001","0.3630208333333333"
"Anders H. Gjerde","Male","21st","Inventor","Norway","gjerde, norwegian, visual, artistic, children","0.0","0.877","0.123","0.9524","0.13141025641025642","0.39967948717948715"
"Andreas Wahl","Male","21st","Inventor","Norway","wahl, science, physics, communicator, drop","0.054","0.765","0.18","0.9788","0.2012741046831956","0.5361914600550963"
"Christofer Paasche","Male","21st","Inventor","Norway","paasche, norwegian, literary, critic, menneske","0.03","0.807","0.163","0.9796","0.08472222222222221","0.2236111111111111"
"Erik K. Helmersen","Male","21st","Inventor","Norway","helmersen, norwegian, crime, literary, literature","0.076","0.771","0.154","0.9382","0.13372395833333334","0.3148437499999999"
"Michał Borkowski","Male","21st","Inventor","Poland","brainly, borkowski, learning, peer, students","0.02","0.814","0.166","0.9825","0.10740740740740741","0.3277777777777778"
"Andrzej Czygrinow","Male","21st","Inventor","Poland","asu, mathematical, combinatorics, czygrinow, ramsey","0.0","0.944","0.056","0.8718","0.13692982456140354","0.3643859649122807"
"Andrzej Czyżewski","Male","21st","Inventor","Poland","audio, czyżewski, processing, multimedia, synthesis","0.0","0.918","0.082","0.9485","0.2535087719298246","0.5622807017543859"
"Artur Dyczko","Male","21st","Inventor","Poland","dyczko, tolkien, translator, polish, fantasy","0.015","0.864","0.121","0.9579","0.15051652892561984","0.506267217630854"
"Daniel Camp","Male","21st","Inventor","Poland","insert, camp, southern, applicable, carolina","0.013","0.795","0.192","0.9902","0.10868055555555556","0.39340277777777777"
"Artur Silva","Male","21st","Inventor","Portugal","ávila, dynamical, mathematical, systems, impa","0.007","0.833","0.16","0.9879","0.125566534914361","0.3874440052700922"
"Artur Vilaça","Male","21st","Inventor","Portugal","vilaça, portuguese, german, translation, literature","0.0","0.842","0.158","0.9819","0.13287037037037036","0.3833333333333333"
"Carlos Ribeiro de Azevedo","Male","21st","Inventor","Portugal","azevedo, literary, compelling, brazil, brazilian","0.01","0.809","0.181","0.9876","0.147","0.3556666666666666"
"Carlos Salema","Male","21st","Inventor","Portugal","salema, portugal, portuguese, economic, carlos","0.0","0.898","0.102","0.9451","0.14528985507246378","0.3999999999999999"
"James Dyson","Male","21st","Inventor","United Kingdom","dyson, vacuum, cleaner, england, engineering","0.032","0.813","0.155","0.9449","0.08630050505050504","0.33851010101010104"
"Jonathan Ive","Male","21st","Inventor","United Kingdom","apple, design, ive, industrial, friendliness","0.008","0.898","0.093","0.9614","0.26666666666666666","0.5125"
"Adrian Shergold","Male","21st","Inventor","United Kingdom","shergold, drama, television, pierrepoint, bafta","0.034","0.801","0.166","0.9794","0.07957459207459208","0.5321969696969696"
"Aleksei Pajitnov","Male","21st","Inventor","Russia","tetris, pajitnov, game, puzzle, computer","0.0","0.86","0.14","0.9806","0.0030303030303030355","0.46324110671936763"
"Alexander Kolesnikov","Male","21st","Inventor","Russia","kolesnikov, russian, russia, carnegie, putin","0.01","0.879","0.111","0.9618","-0.00529100529100529","0.16106701940035273"
"Dmitry Grishin","Male","21st","Inventor","Russia","grishin, robotics, internet, ru, mail","0.0","0.867","0.133","0.9758","0.09359903381642512","0.46219806763285026"
"Pavel Durov","Male","21st","Inventor","Russia","durov, vk, telegram, vkontakte, app","0.055","0.807","0.137","0.9572","0.15526315789473685","0.3557017543859649"
"Atakan Caferoglu","Male","21st","Inventor","Turkey","ottoman, caferoglu, lectures, economic, atakan","0.01","0.901","0.089","0.9349","0.09567901234567902","0.291358024691358"
"Ayşe Erdem","Male","21st","Inventor","Turkey","erdem, turkish, ayşe, turkey, religious","0.0","0.93","0.07","0.9001","0.07125220458553792","0.2706349206349206"
"Barış Yılmaz","Male","21st","Inventor","Turkey","yılmaz, turkish, barış, literary, prominently","0.03","0.819","0.151","0.9747","0.1755747126436782","0.44051724137931025"
"Burak Uygun","Male","21st","Inventor","Turkey","uygun, psychoanalysis, texts, philosophical, burak","0.0","0.915","0.085","0.9477","0.11333333333333333","0.32066666666666677"
"Cahit Arf is not 21st century","Male","21st","Inventor","Turkey","arf, cahit, turkey, mathematicians, istanbul","0.0","0.848","0.152","0.9875","0.14473333333333332","0.35593333333333327"
"Santiago Calatrava","Male","21st","Inventor","Spain","calatrava, valencia, zurich, structural, engineering","0.013","0.904","0.083","0.9422","0.12380570409982176","0.3148752228163993"
"Alejandro Illades","Male","21st","Inventor","Spain","illades, mexico, mexican, méxico, en","0.0","0.873","0.127","0.975","0.09950396825396825","0.3083002645502646"
"Andrés Prieto","Male","21st","Inventor","Spain","prieto, chilean, andrés, chile, primos","0.027","0.851","0.122","0.9623","0.10573333333333335","0.3346"
"Andrés Rubio","Male","21st","Inventor","Spain","rubio, spanish, journalism, spain, deep","0.0","0.841","0.159","0.9825","0.07604166666666667","0.28854166666666664"
"Antonio García-Bellido","Male","21st","Inventor","Spain","developmental, bellido, garcía, compartment, cell","0.0","0.919","0.081","0.9565","0.21000000000000002","0.5389583333333333"
"Charlotte Kaiser","Female","20th","Economist","Germany","kaiser, german, germany, past, silences","0.047","0.85","0.103","0.8834","0.022115384615384613","0.2516025641025641"
"Adriane Koestner","Female","20th","Economist","Germany","koestner, sexual, rape, survivors, assault","0.173","0.669","0.159","-0.8591","0.2530701754385965","0.5592105263157896"
"Berta Lutz","Female","20th","Economist","Germany","lutz, women, berta, scientific, congress","0.052","0.812","0.137","0.9493","0.10424297924297926","0.44740537240537237"
"Charlotte Leubuscher","Female","20th","Economist","Germany","leubuscher, colonial, economic, charlotte, jewish","0.048","0.877","0.075","0.796","0.10403225806451612","0.33225806451612905"
"Mercedes D'Alessandro","Female","20th","Economist","Argentina","alessandro, gender, economics, feminist, argentine","0.039","0.92","0.041","0.1027","0.10666666666666666","0.30833333333333335"
"Adela Azize Vargas","Female","20th","Economist","Argentina","azize, women, vargas, mexico, historical","0.0","0.884","0.116","0.9664","0.05416666666666667","0.23749999999999996"
"Ana Lía K. Tcherneva","Female","20th","Economist","Argentina","tcherneva, mmt, economic, job, policy","0.015","0.842","0.144","0.9794","0.1821946169772257","0.33835403726708074"
"Beatriz Armendariz","Female","20th","Economist","Argentina","armendariz, beatriz, adult, stories, literature","0.009","0.82","0.171","0.989","0.18173076923076922","0.46698717948717944"
"Maria da Conceição Tavares","Female","20th","Economist","Brasil","tavares, unicamp, brazil, economists, federal","0.023","0.818","0.159","0.9794","0.045588235294117645","0.4215686274509804"
"Leda Maria Paulani","Female","20th","Economist","Brasil","paulani, economic, usp, brazil, capitalism","0.021","0.86","0.12","0.9626","0.11091954022988508","0.25172413793103443"
"Albert Fishlow","Female","20th","Economist","Brasil","fishlow, american, latin, center, yale","0.019","0.894","0.087","0.9412","0.051943346508563894","0.2012845849802372"
"Ana Maria Bianchi","Female","20th","Economist","Brasil","economic, bianchi, usp, brazil, evolution","0.012","0.93","0.058","0.8316","0.12006172839506177","0.3052469135802469"
"Ana Maria Fadigas","Female","20th","Economist","Brasil","fadigas, brazilian, young, readers, translator","0.053","0.789","0.158","0.9565","0.12438271604938274","0.3685185185185186"
"Sylvia Ostry","Female","20th","Economist","Canada","ostry, trade, canada, oecd, economic","0.0","0.964","0.036","0.802","0.04038461538461539","0.22243589743589742"
"Judith Maxwell","Female","20th","Economist","Canada","maxwell, judith, cprn, policy, canadian","0.026","0.839","0.136","0.9666","0.12041666666666666","0.3304166666666667"
"Alice Nakamura","Female","20th","Economist","Canada","nakamura, economics, labor, canadian, canada","0.033","0.802","0.165","0.9853","0.17728070175438596","0.44684210526315793"
"Angela Redish","Female","20th","Economist","Canada","redish, monetary, canadian, economics, ubc","0.0","0.916","0.084","0.9423","0.12111111111111111","0.3211111111111112"
"Barbara Blackwell","Female","20th","Economist","Canada","nursing, blackwell, healthcare, pittsburgh, leadership","0.03","0.812","0.158","0.9803","0.1640151515151515","0.483080808080808"
"Dong Fureng","Female","20th","Economist","China","dong, fureng, china, reform, chinese","0.027","0.854","0.119","0.9563","0.10185185185185187","0.3895061728395062"
"Chen Biao","Female","20th","Economist","China","biao, chen, literary, writing, xiangxiang","0.047","0.874","0.079","0.6249","0.05774044795783926","0.23534255599472992"
"Chen Xiaohong","Female","20th","Economist","China","xiaohong, chinese, chen, revolution, tail","0.036","0.863","0.101","0.9325","0.09455128205128206","0.2413461538461538"
"Park Kyung-Ae","Female","20th","Economist","South Korea","korean, ae, kyung, korea, park","0.0","0.881","0.119","0.9725","0.06833333333333333","0.24436507936507937"
"Chang Ha-Joon","Female","20th","Economist","South Korea","economic, chang, development, economics, capitalism","0.031","0.862","0.107","0.9618","0.11625000000000002","0.3806944444444444"
"Choi Eun-Hee","Female","20th","Economist","South Korea","choi, korean, north, shin, jong","0.032","0.901","0.068","0.7137","0.09841269841269838","0.5476190476190477"
"Choi Kyung-ja","Female","20th","Economist","South Korea","art, choi, korean, women, artistic","0.036","0.824","0.139","0.9633","0.15687500000000001","0.5183333333333333"
"Janet Yellen","Female","20th","Economist","United States","reserve, federal, chair, yellen, advisers","0.01","0.9","0.09","0.9584","0.18801652892561985","0.3327823691460055"
"Alice Rivlin","Female","20th","Economist","United States","rivlin, budget, cbo, brookings, economic","0.009","0.901","0.09","0.9501","0.11245059288537551","0.40527009222661387"
"Anna Schwartz","Female","20th","Economist","United States","schwartz, monetary, economic, business, jacobson","0.063","0.812","0.125","0.9312","0.19748316498316504","0.38627104377104376"
"Claudia Goldin","Female","20th","Economist","United States","goldin, women, economic, labor, economics","0.007","0.922","0.071","0.9136","0.20409090909090913","0.30419191919191924"
"Agnès Bénassy-Quéré","Female","20th","Economist","France","quéré, bénassy, cae, cepii, économique","0.0","0.972","0.028","0.5994","0.11500000000000003","0.32527777777777783"
"Anne O. Krueger","Female","20th","Economist","France","krueger, imf, stanford, hopkins, johns","0.005","0.94","0.055","0.8834","0.0777892561983471","0.3005853994490358"
"Alessandra Venturini","Female","20th","Economist","Italy","venturini, migration, alessandra, economics, labor","0.0","0.927","0.073","0.9081","0.07592592592592594","0.22592592592592597"
"Fiorella Kostoris Padoa Schioppa","Female","20th","Economist","Italy","schioppa, padoa, kostoris, italian, economic","0.0","0.926","0.074","0.9201","0.062202380952380946","0.24345238095238095"
"Anna Grimaldi","Female","20th","Economist","Italy","anna, paralympic, para, jump, t47","0.006","0.732","0.262","0.9959","0.21697440240918503","0.3960784867306606"
"Anna P. S. di Rocco","Female","20th","Economist","Italy","rocco, italian, di, canada, translator","0.024","0.936","0.04","0.4588","0.11992753623188408","0.36195652173913034"
"Emiko Ochiai","Female","20th","Economist","Japan","ochiai, emiko, children, imagination, warm","0.0","0.779","0.221","0.9924","0.21410256410256406","0.5207875457875458"
